,kraj-druh-R-M,id_kraj,rok,mesic,druh,cena,fdbi70,fdbi85,fdbi100,pdb,kraj,byt,datum
2485,2002-113-2011-10,2002,2011,10,113,1144938.0,22.1,22.3,24.9,3.13,Jihomoravský,1+1,2011-10-01 00:00:00
2486,2009-113-2011-10,2009,2011,10,113,890682.0,19.2,19.3,21.5,2.71,Olomoucký,1+1,2011-10-01 00:00:00
2487,2012-113-2011-10,2012,2011,10,113,611310.0,13.6,13.7,15.3,1.92,Moravskoslezský,1+1,2011-10-01 00:00:00
2488,2014-113-2011-10,2014,2011,10,113,835661.0,16.9,17.1,19.0,2.39,Zlínský,1+1,2011-10-01 00:00:00
2489,1001-123-2011-10,1001,2011,10,123,3137503.0,51.2,51.7,57.4,7.23,Praha,2+1,2011-10-01 00:00:00
2490,1003-123-2011-10,1003,2011,10,123,1156767.0,23.6,23.8,26.5,3.34,Jihočeský,2+1,2011-10-01 00:00:00
2491,1004-123-2011-10,1004,2011,10,123,1295809.0,27.0,27.2,30.3,3.81,Pardubický,2+1,2011-10-01 00:00:00
2492,1005-123-2011-10,1005,2011,10,123,1432627.0,28.0,28.2,31.4,3.95,Královéhradecký,2+1,2011-10-01 00:00:00
2493,1006-123-2011-10,1006,2011,10,123,1071542.0,20.2,20.4,22.7,2.85,Vysočina,2+1,2011-10-01 00:00:00
2494,1007-123-2011-10,1007,2011,10,123,1355825.0,26.9,27.1,30.2,3.8,Karlovarský,2+1,2011-10-01 00:00:00
2495,1008-123-2011-10,1008,2011,10,123,1093227.0,23.0,23.3,25.9,3.26,Liberecký,2+1,2011-10-01 00:00:00
2496,1010-123-2011-10,1010,2011,10,123,1299455.0,25.7,26.0,28.9,3.64,Plzeňský,2+1,2011-10-01 00:00:00
2497,1011-123-2011-10,1011,2011,10,123,1482480.0,25.5,25.7,28.6,3.6,Středočeský,2+1,2011-10-01 00:00:00
2498,1013-123-2011-10,1013,2011,10,123,580917.0,13.0,13.2,14.6,1.84,Ústecký,2+1,2011-10-01 00:00:00
2499,2002-123-2011-10,2002,2011,10,123,1706486.0,33.0,33.3,37.0,4.66,Jihomoravský,2+1,2011-10-01 00:00:00
2500,2009-123-2011-10,2009,2011,10,123,1316822.0,28.3,28.6,31.8,4.0,Olomoucký,2+1,2011-10-01 00:00:00
2501,2012-123-2011-10,2012,2011,10,123,868630.0,19.3,19.5,21.7,2.73,Moravskoslezský,2+1,2011-10-01 00:00:00
2502,2014-123-2011-10,2014,2011,10,123,1223774.0,24.8,25.0,27.8,3.5,Zlínský,2+1,2011-10-01 00:00:00
2503,1001-126-2011-10,1001,2011,10,126,4312008.0,70.3,71.0,78.9,9.94,Praha,3+1,2011-10-01 00:00:00
2504,1003-126-2011-10,1003,2011,10,126,1307554.0,26.7,27.0,30.0,3.77,Jihočeský,3+1,2011-10-01 00:00:00
2505,1004-126-2011-10,1004,2011,10,126,1501132.0,31.2,31.5,35.1,4.42,Pardubický,3+1,2011-10-01 00:00:00
2506,1005-126-2011-10,1005,2011,10,126,1481655.0,28.9,29.2,32.5,4.09,Královéhradecký,3+1,2011-10-01 00:00:00
2507,1006-126-2011-10,1006,2011,10,126,1315943.0,24.8,25.1,27.9,3.51,Vysočina,3+1,2011-10-01 00:00:00
2508,1007-126-2011-10,1007,2011,10,126,1688796.0,33.5,33.8,37.6,4.73,Karlovarský,3+1,2011-10-01 00:00:00
2509,1008-126-2011-10,1008,2011,10,126,1187294.0,25.0,25.3,28.1,3.54,Liberecký,3+1,2011-10-01 00:00:00
2510,1010-126-2011-10,1010,2011,10,126,1384458.0,27.4,27.7,30.8,3.87,Plzeňský,3+1,2011-10-01 00:00:00
2511,1011-126-2011-10,1011,2011,10,126,1902167.0,32.7,33.0,36.7,4.62,Středočeský,3+1,2011-10-01 00:00:00
2512,1013-126-2011-10,1013,2011,10,126,741375.0,16.6,16.8,18.7,2.35,Ústecký,3+1,2011-10-01 00:00:00
2513,2002-126-2011-10,2002,2011,10,126,1884442.0,36.4,36.8,40.9,5.15,Jihomoravský,3+1,2011-10-01 00:00:00
2514,2009-126-2011-10,2009,2011,10,126,1391389.0,29.9,30.2,33.6,4.23,Olomoucký,3+1,2011-10-01 00:00:00
2515,2012-126-2011-10,2012,2011,10,126,1071052.0,23.8,24.1,26.8,3.37,Moravskoslezský,3+1,2011-10-01 00:00:00
2516,2014-126-2011-10,2014,2011,10,126,1611409.0,32.6,32.9,36.6,4.61,Zlínský,3+1,2011-10-01 00:00:00
2517,1001-133-2011-10,1001,2011,10,133,6067564.0,99.0,99.9,111.1,14.0,Praha,4+1,2011-10-01 00:00:00
2518,1003-133-2011-10,1003,2011,10,133,1555231.0,31.8,32.1,35.7,4.49,Jihočeský,4+1,2011-10-01 00:00:00
2519,1004-133-2011-10,1004,2011,10,133,1619463.0,33.7,34.0,37.8,4.76,Pardubický,4+1,2011-10-01 00:00:00
2520,1005-133-2011-10,1005,2011,10,133,2090826.0,40.8,41.2,45.8,5.77,Královéhradecký,4+1,2011-10-01 00:00:00
2521,1006-133-2011-10,1006,2011,10,133,1446897.0,27.3,27.6,30.6,3.86,Vysočina,4+1,2011-10-01 00:00:00
2522,1007-133-2011-10,1007,2011,10,133,2043877.0,40.5,40.9,45.5,5.73,Karlovarský,4+1,2011-10-01 00:00:00
2523,1008-133-2011-10,1008,2011,10,133,1618690.0,34.1,34.4,38.3,4.82,Liberecký,4+1,2011-10-01 00:00:00
2524,1010-133-2011-10,1010,2011,10,133,2188118.0,43.3,43.7,48.6,6.13,Plzeňský,4+1,2011-10-01 00:00:00
2525,1011-133-2011-10,1011,2011,10,133,2749402.0,47.3,47.7,53.1,6.68,Středočeský,4+1,2011-10-01 00:00:00
2526,1013-133-2011-10,1013,2011,10,133,853926.0,19.2,19.3,21.5,2.71,Ústecký,4+1,2011-10-01 00:00:00
2527,2002-133-2011-10,2002,2011,10,133,3025189.0,58.5,59.1,65.7,8.27,Jihomoravský,4+1,2011-10-01 00:00:00
2528,2009-133-2011-10,2009,2011,10,133,2255053.0,48.5,49.0,54.5,6.86,Olomoucký,4+1,2011-10-01 00:00:00
2529,2012-133-2011-10,2012,2011,10,133,1496338.0,33.3,33.6,37.4,4.71,Moravskoslezský,4+1,2011-10-01 00:00:00
2530,2014-133-2011-10,2014,2011,10,133,2064725.0,41.8,42.2,46.9,5.91,Zlínský,4+1,2011-10-01 00:00:00
2531,0-113-2011-10,0,2011,10,113,961276.0,17.6,17.7,19.7,2.48,Celá ČR,1+1,2011-10-01 00:00:00
2532,0-123-2011-10,0,2011,10,123,1294891.0,23.7,23.9,26.6,3.34,Celá ČR,2+1,2011-10-01 00:00:00
2533,0-126-2011-10,0,2011,10,126,1492856.0,27.3,27.5,30.6,3.86,Celá ČR,3+1,2011-10-01 00:00:00
2534,0-133-2011-10,0,2011,10,133,1933435.0,35.3,35.7,39.7,5.0,Celá ČR,4+1,2011-10-01 00:00:00
2535,1001-0-2011-10,1001,2011,10,0,3681845.0,60.0,60.6,67.4,8.49,Praha,všechny byty,2011-10-01 00:00:00
2536,1003-0-2011-10,1003,2011,10,0,1241192.0,25.4,25.6,28.5,3.58,Jihočeský,všechny byty,2011-10-01 00:00:00
2537,1004-0-2011-10,1004,2011,10,0,1328153.0,27.6,27.9,31.0,3.91,Pardubický,všechny byty,2011-10-01 00:00:00
2538,1005-0-2011-10,1005,2011,10,0,1375571.0,26.9,27.1,30.2,3.8,Královéhradecký,všechny byty,2011-10-01 00:00:00
2539,1006-0-2011-10,1006,2011,10,0,1173468.0,22.1,22.3,24.8,3.13,Vysočina,všechny byty,2011-10-01 00:00:00
2540,1007-0-2011-10,1007,2011,10,0,1451901.0,28.8,29.1,32.3,4.07,Karlovarský,všechny byty,2011-10-01 00:00:00
2541,1008-0-2011-10,1008,2011,10,0,1134821.0,23.9,24.1,26.9,3.38,Liberecký,všechny byty,2011-10-01 00:00:00
2542,1010-0-2011-10,1010,2011,10,0,1342420.0,26.6,26.8,29.8,3.76,Plzeňský,všechny byty,2011-10-01 00:00:00
2543,1011-0-2011-10,1011,2011,10,0,1704100.0,29.3,29.6,32.9,4.14,Středočeský,všechny byty,2011-10-01 00:00:00
2544,1013-0-2011-10,1013,2011,10,0,650290.0,14.6,14.7,16.4,2.06,Ústecký,všechny byty,2011-10-01 00:00:00
2545,2002-0-2011-10,2002,2011,10,0,1831259.0,35.4,35.7,39.8,5.0,Jihomoravský,všechny byty,2011-10-01 00:00:00
2546,2009-0-2011-10,2009,2011,10,0,1364386.0,29.4,29.6,33.0,4.15,Olomoucký,všechny byty,2011-10-01 00:00:00
2547,2012-0-2011-10,2012,2011,10,0,979048.0,21.8,22.0,24.5,3.08,Moravskoslezský,všechny byty,2011-10-01 00:00:00
2548,2014-0-2011-10,2014,2011,10,0,1401167.0,28.4,28.6,31.8,4.01,Zlínský,všechny byty,2011-10-01 00:00:00
2549,0-0-2011-10,0,2011,10,0,1770301.0,32.4,32.7,36.3,4.57,Celá ČR,všechny byty,2011-10-01 00:00:00
2550,1001-113-2011-11,1001,2011,11,113,2135895.0,34.9,35.2,39.5,4.93,Praha,1+1,2011-11-01 00:00:00
2551,1003-113-2011-11,1003,2011,11,113,929209.0,18.9,19.1,21.4,2.68,Jihočeský,1+1,2011-11-01 00:00:00
2552,1004-113-2011-11,1004,2011,11,113,893778.0,18.7,18.9,21.1,2.64,Pardubický,1+1,2011-11-01 00:00:00
2553,1005-113-2011-11,1005,2011,11,113,890655.0,17.3,17.5,19.6,2.45,Královéhradecký,1+1,2011-11-01 00:00:00
2554,1006-113-2011-11,1006,2011,11,113,657629.0,12.4,12.6,14.1,1.76,Vysočina,1+1,2011-11-01 00:00:00
2555,1007-113-2011-11,1007,2011,11,113,829425.0,16.3,16.5,18.5,2.31,Karlovarský,1+1,2011-11-01 00:00:00
2556,1008-113-2011-11,1008,2011,11,113,766682.0,16.2,16.3,18.3,2.29,Liberecký,1+1,2011-11-01 00:00:00
2557,1010-113-2011-11,1010,2011,11,113,903306.0,17.9,18.1,20.3,2.53,Plzeňský,1+1,2011-11-01 00:00:00
2558,1011-113-2011-11,1011,2011,11,113,1100165.0,18.9,19.0,21.4,2.67,Středočeský,1+1,2011-11-01 00:00:00
2559,1013-113-2011-11,1013,2011,11,113,426340.0,9.6,9.7,10.9,1.35,Ústecký,1+1,2011-11-01 00:00:00
2560,2002-113-2011-11,2002,2011,11,113,1128912.0,21.9,22.1,24.8,3.09,Jihomoravský,1+1,2011-11-01 00:00:00
2561,2009-113-2011-11,2009,2011,11,113,876528.0,18.8,19.0,21.3,2.66,Olomoucký,1+1,2011-11-01 00:00:00
2562,2012-113-2011-11,2012,2011,11,113,614609.0,13.7,13.9,15.6,1.94,Moravskoslezský,1+1,2011-11-01 00:00:00
2563,2014-113-2011-11,2014,2011,11,113,840163.0,17.0,17.2,19.3,2.4,Zlínský,1+1,2011-11-01 00:00:00
2564,1001-123-2011-11,1001,2011,11,123,3145601.0,51.3,51.8,58.1,7.27,Praha,2+1,2011-11-01 00:00:00
2565,1003-123-2011-11,1003,2011,11,123,1159323.0,23.6,23.9,26.8,3.34,Jihočeský,2+1,2011-11-01 00:00:00
2566,1004-123-2011-11,1004,2011,11,123,1288684.0,26.9,27.2,30.5,3.81,Pardubický,2+1,2011-11-01 00:00:00
2567,1005-123-2011-11,1005,2011,11,123,1473434.0,28.6,28.9,32.4,4.05,Královéhradecký,2+1,2011-11-01 00:00:00
2568,1006-123-2011-11,1006,2011,11,123,1052129.0,19.9,20.1,22.5,2.81,Vysočina,2+1,2011-11-01 00:00:00
2569,1007-123-2011-11,1007,2011,11,123,1317365.0,25.9,26.2,29.4,3.67,Karlovarský,2+1,2011-11-01 00:00:00
2570,1008-123-2011-11,1008,2011,11,123,1101392.0,23.2,23.4,26.3,3.28,Liberecký,2+1,2011-11-01 00:00:00
2571,1010-123-2011-11,1010,2011,11,123,1253983.0,24.9,25.1,28.2,3.52,Plzeňský,2+1,2011-11-01 00:00:00
2572,1011-123-2011-11,1011,2011,11,123,1450957.0,24.9,25.1,28.2,3.52,Středočeský,2+1,2011-11-01 00:00:00
2573,1013-123-2011-11,1013,2011,11,123,593214.0,13.3,13.5,15.1,1.89,Ústecký,2+1,2011-11-01 00:00:00
2574,2002-123-2011-11,2002,2011,11,123,1710347.0,33.1,33.5,37.5,4.69,Jihomoravský,2+1,2011-11-01 00:00:00
2575,2009-123-2011-11,2009,2011,11,123,1308504.0,28.1,28.4,31.8,3.98,Olomoucký,2+1,2011-11-01 00:00:00
2576,2012-123-2011-11,2012,2011,11,123,858477.0,19.2,19.4,21.7,2.71,Moravskoslezský,2+1,2011-11-01 00:00:00
2577,2014-123-2011-11,2014,2011,11,123,1222205.0,24.7,25.0,28.0,3.5,Zlínský,2+1,2011-11-01 00:00:00
2578,1001-126-2011-11,1001,2011,11,126,4336175.0,70.8,71.4,80.1,10.02,Praha,3+1,2011-11-01 00:00:00
2579,1003-126-2011-11,1003,2011,11,126,1324116.0,27.0,27.2,30.6,3.82,Jihočeský,3+1,2011-11-01 00:00:00
2580,1004-126-2011-11,1004,2011,11,126,1502942.0,31.4,31.7,35.6,4.45,Pardubický,3+1,2011-11-01 00:00:00
2581,1005-126-2011-11,1005,2011,11,126,1486613.0,28.9,29.2,32.7,4.09,Královéhradecký,3+1,2011-11-01 00:00:00
2582,1006-126-2011-11,1006,2011,11,126,1334221.0,25.2,25.5,28.6,3.57,Vysočina,3+1,2011-11-01 00:00:00
2583,1007-126-2011-11,1007,2011,11,126,1658680.0,32.7,33.0,37.0,4.62,Karlovarský,3+1,2011-11-01 00:00:00
2584,1008-126-2011-11,1008,2011,11,126,1167974.0,24.6,24.9,27.9,3.48,Liberecký,3+1,2011-11-01 00:00:00
2585,1010-126-2011-11,1010,2011,11,126,1397301.0,27.7,28.0,31.4,3.92,Plzeňský,3+1,2011-11-01 00:00:00
2586,1011-126-2011-11,1011,2011,11,126,1910154.0,32.8,33.1,37.1,4.64,Středočeský,3+1,2011-11-01 00:00:00
2587,1013-126-2011-11,1013,2011,11,126,725303.0,16.3,16.5,18.5,2.31,Ústecký,3+1,2011-11-01 00:00:00
2588,2002-126-2011-11,2002,2011,11,126,1837682.0,35.6,36.0,40.3,5.04,Jihomoravský,3+1,2011-11-01 00:00:00
2589,2009-126-2011-11,2009,2011,11,126,1372929.0,29.5,29.8,33.4,4.18,Olomoucký,3+1,2011-11-01 00:00:00
2590,2012-126-2011-11,2012,2011,11,126,1071024.0,23.9,24.2,27.1,3.39,Moravskoslezský,3+1,2011-11-01 00:00:00
2591,2014-126-2011-11,2014,2011,11,126,1602811.0,32.4,32.8,36.7,4.59,Zlínský,3+1,2011-11-01 00:00:00
2592,1001-133-2011-11,1001,2011,11,133,6177288.0,100.8,101.8,114.2,14.28,Praha,4+1,2011-11-01 00:00:00
2593,1003-133-2011-11,1003,2011,11,133,1660509.0,33.8,34.2,38.3,4.79,Jihočeský,4+1,2011-11-01 00:00:00
2594,1004-133-2011-11,1004,2011,11,133,1622607.0,33.9,34.2,38.4,4.8,Pardubický,4+1,2011-11-01 00:00:00
2595,1005-133-2011-11,1005,2011,11,133,2176640.0,42.3,42.7,47.9,5.99,Královéhradecký,4+1,2011-11-01 00:00:00
2596,1006-133-2011-11,1006,2011,11,133,1464029.0,27.7,27.9,31.3,3.92,Vysočina,4+1,2011-11-01 00:00:00
2597,1007-133-2011-11,1007,2011,11,133,2081746.0,41.0,41.4,46.4,5.8,Karlovarský,4+1,2011-11-01 00:00:00
2598,1008-133-2011-11,1008,2011,11,133,1598714.0,33.7,34.0,38.2,4.77,Liberecký,4+1,2011-11-01 00:00:00
2599,1010-133-2011-11,1010,2011,11,133,2193341.0,43.5,43.9,49.3,6.16,Plzeňský,4+1,2011-11-01 00:00:00
2600,1011-133-2011-11,1011,2011,11,133,2757959.0,47.3,47.7,53.6,6.7,Středočeský,4+1,2011-11-01 00:00:00
2601,1013-133-2011-11,1013,2011,11,133,856686.0,19.3,19.5,21.8,2.73,Ústecký,4+1,2011-11-01 00:00:00
2602,2002-133-2011-11,2002,2011,11,133,3050702.0,59.1,59.7,66.9,8.37,Jihomoravský,4+1,2011-11-01 00:00:00
2603,2009-133-2011-11,2009,2011,11,133,2194030.0,47.1,47.6,53.4,6.68,Olomoucký,4+1,2011-11-01 00:00:00
2604,2012-133-2011-11,2012,2011,11,133,1479943.0,33.1,33.4,37.5,4.68,Moravskoslezský,4+1,2011-11-01 00:00:00
2605,2014-133-2011-11,2014,2011,11,133,2100765.0,42.5,42.9,48.2,6.02,Zlínský,4+1,2011-11-01 00:00:00
2606,0-113-2011-11,0,2011,11,113,941828.0,17.2,17.4,19.5,2.43,Celá ČR,1+1,2011-11-01 00:00:00
2607,0-123-2011-11,0,2011,11,123,1284411.0,23.5,23.7,26.6,3.32,Celá ČR,2+1,2011-11-01 00:00:00
2608,0-126-2011-11,0,2011,11,126,1477251.0,27.0,27.3,30.6,3.82,Celá ČR,3+1,2011-11-01 00:00:00
2609,0-133-2011-11,0,2011,11,133,1944400.0,35.5,35.9,40.2,5.03,Celá ČR,4+1,2011-11-01 00:00:00
2610,1001-0-2011-11,1001,2011,11,0,3726448.0,60.8,61.4,68.9,8.61,Praha,všechny byty,2011-11-01 00:00:00
2611,1003-0-2011-11,1003,2011,11,0,1264697.0,25.8,26.0,29.2,3.65,Jihočeský,všechny byty,2011-11-01 00:00:00
2612,1004-0-2011-11,1004,2011,11,0,1326554.0,27.7,28.0,31.4,3.92,Pardubický,všechny byty,2011-11-01 00:00:00
2613,1005-0-2011-11,1005,2011,11,0,1401348.0,27.2,27.5,30.8,3.85,Královéhradecký,všechny byty,2011-11-01 00:00:00
2614,1006-0-2011-11,1006,2011,11,0,1175062.0,22.2,22.4,25.2,3.14,Vysočina,všechny byty,2011-11-01 00:00:00
2615,1007-0-2011-11,1007,2011,11,0,1419559.0,27.9,28.2,31.7,3.96,Karlovarský,všechny byty,2011-11-01 00:00:00
2616,1008-0-2011-11,1008,2011,11,0,1121597.0,23.6,23.9,26.8,3.35,Liberecký,všechny byty,2011-11-01 00:00:00
2617,1010-0-2011-11,1010,2011,11,0,1324887.0,26.3,26.5,29.8,3.72,Plzeňský,všechny byty,2011-11-01 00:00:00
2618,1011-0-2011-11,1011,2011,11,0,1689717.0,29.0,29.3,32.8,4.1,Středočeský,všechny byty,2011-11-01 00:00:00
2619,1013-0-2011-11,1013,2011,11,0,650885.0,14.6,14.8,16.6,2.07,Ústecký,všechny byty,2011-11-01 00:00:00
2620,2002-0-2011-11,2002,2011,11,0,1810497.0,35.1,35.4,39.7,4.97,Jihomoravský,všechny byty,2011-11-01 00:00:00
2621,2009-0-2011-11,2009,2011,11,0,1351502.0,29.0,29.3,32.9,4.11,Olomoucký,všechny byty,2011-11-01 00:00:00
2622,2012-0-2011-11,2012,2011,11,0,979811.0,21.9,22.1,24.8,3.1,Moravskoslezský,všechny byty,2011-11-01 00:00:00
2623,2014-0-2011-11,2014,2011,11,0,1407748.0,28.5,28.8,32.3,4.03,Zlínský,všechny byty,2011-11-01 00:00:00
2624,0-0-2011-11,0,2011,11,0,1758080.0,32.1,32.4,36.4,4.55,Celá ČR,všechny byty,2011-11-01 00:00:00
2625,1001-113-2011-12,1001,2011,12,113,2163611.0,35.4,35.8,40.2,5.01,Praha,1+1,2011-12-01 00:00:00
2626,1003-113-2011-12,1003,2011,12,113,894194.0,18.2,18.4,20.7,2.58,Jihočeský,1+1,2011-12-01 00:00:00
2627,1004-113-2011-12,1004,2011,12,113,885661.0,18.6,18.8,21.1,2.63,Pardubický,1+1,2011-12-01 00:00:00
2628,1005-113-2011-12,1005,2011,12,113,903069.0,17.5,17.7,19.9,2.47,Královéhradecký,1+1,2011-12-01 00:00:00
2629,1006-113-2011-12,1006,2011,12,113,708230.0,13.5,13.6,15.3,1.9,Vysočina,1+1,2011-12-01 00:00:00
2630,1007-113-2011-12,1007,2011,12,113,839950.0,16.5,16.7,18.7,2.33,Karlovarský,1+1,2011-12-01 00:00:00
2631,1008-113-2011-12,1008,2011,12,113,811795.0,17.2,17.3,19.5,2.42,Liberecký,1+1,2011-12-01 00:00:00
2632,1010-113-2011-12,1010,2011,12,113,913667.0,18.2,18.4,20.7,2.57,Plzeňský,1+1,2011-12-01 00:00:00
2633,1011-113-2011-12,1011,2011,12,113,1102387.0,18.9,19.1,21.5,2.67,Středočeský,1+1,2011-12-01 00:00:00
2634,1013-113-2011-12,1013,2011,12,113,421610.0,9.5,9.6,10.8,1.35,Ústecký,1+1,2011-12-01 00:00:00
2635,2002-113-2011-12,2002,2011,12,113,1111469.0,21.7,21.9,24.6,3.06,Jihomoravský,1+1,2011-12-01 00:00:00
2636,2009-113-2011-12,2009,2011,12,113,881827.0,19.0,19.2,21.5,2.68,Olomoucký,1+1,2011-12-01 00:00:00
2637,2012-113-2011-12,2012,2011,12,113,599903.0,13.5,13.7,15.3,1.91,Moravskoslezský,1+1,2011-12-01 00:00:00
2638,2014-113-2011-12,2014,2011,12,113,835508.0,17.0,17.2,19.3,2.4,Zlínský,1+1,2011-12-01 00:00:00
2639,1001-123-2011-12,1001,2011,12,123,3184723.0,52.2,52.7,59.2,7.37,Praha,2+1,2011-12-01 00:00:00
2640,1003-123-2011-12,1003,2011,12,123,1159885.0,23.7,23.9,26.9,3.34,Jihočeský,2+1,2011-12-01 00:00:00
2641,1004-123-2011-12,1004,2011,12,123,1292996.0,27.2,27.5,30.9,3.85,Pardubický,2+1,2011-12-01 00:00:00
2642,1005-123-2011-12,1005,2011,12,123,1491569.0,28.9,29.2,32.8,4.08,Královéhradecký,2+1,2011-12-01 00:00:00
2643,1006-123-2011-12,1006,2011,12,123,1013058.0,19.3,19.5,21.9,2.72,Vysočina,2+1,2011-12-01 00:00:00
2644,1007-123-2011-12,1007,2011,12,123,1316643.0,25.8,26.1,29.3,3.65,Karlovarský,2+1,2011-12-01 00:00:00
2645,1008-123-2011-12,1008,2011,12,123,1143292.0,24.2,24.4,27.4,3.42,Liberecký,2+1,2011-12-01 00:00:00
2646,1010-123-2011-12,1010,2011,12,123,1282754.0,25.6,25.9,29.0,3.61,Plzeňský,2+1,2011-12-01 00:00:00
2647,1011-123-2011-12,1011,2011,12,123,1463761.0,25.1,25.4,28.5,3.55,Středočeský,2+1,2011-12-01 00:00:00
2648,1013-123-2011-12,1013,2011,12,123,604414.0,13.7,13.8,15.5,1.93,Ústecký,2+1,2011-12-01 00:00:00
2649,2002-123-2011-12,2002,2011,12,123,1694462.0,33.0,33.4,37.4,4.66,Jihomoravský,2+1,2011-12-01 00:00:00
2650,2009-123-2011-12,2009,2011,12,123,1331068.0,28.7,29.0,32.5,4.05,Olomoucký,2+1,2011-12-01 00:00:00
2651,2012-123-2011-12,2012,2011,12,123,853375.0,19.2,19.4,21.8,2.72,Moravskoslezský,2+1,2011-12-01 00:00:00
2652,2014-123-2011-12,2014,2011,12,123,1215441.0,24.7,25.0,28.0,3.49,Zlínský,2+1,2011-12-01 00:00:00
2653,1001-126-2011-12,1001,2011,12,126,4361291.0,71.4,72.2,81.0,10.1,Praha,3+1,2011-12-01 00:00:00
2654,1003-126-2011-12,1003,2011,12,126,1376816.0,28.1,28.4,31.9,3.97,Jihočeský,3+1,2011-12-01 00:00:00
2655,1004-126-2011-12,1004,2011,12,126,1513363.0,31.9,32.2,36.1,4.5,Pardubický,3+1,2011-12-01 00:00:00
2656,1005-126-2011-12,1005,2011,12,126,1538182.0,29.8,30.1,33.8,4.21,Královéhradecký,3+1,2011-12-01 00:00:00
2657,1006-126-2011-12,1006,2011,12,126,1274198.0,24.2,24.5,27.5,3.42,Vysočina,3+1,2011-12-01 00:00:00
2658,1007-126-2011-12,1007,2011,12,126,1685742.0,33.1,33.4,37.5,4.67,Karlovarský,3+1,2011-12-01 00:00:00
2659,1008-126-2011-12,1008,2011,12,126,1320394.0,27.9,28.2,31.7,3.94,Liberecký,3+1,2011-12-01 00:00:00
2660,1010-126-2011-12,1010,2011,12,126,1432202.0,28.6,28.9,32.4,4.04,Plzeňský,3+1,2011-12-01 00:00:00
2661,1011-126-2011-12,1011,2011,12,126,1869060.0,32.1,32.4,36.4,4.53,Středočeský,3+1,2011-12-01 00:00:00
2662,1013-126-2011-12,1013,2011,12,126,726244.0,16.4,16.6,18.7,2.32,Ústecký,3+1,2011-12-01 00:00:00
2663,2002-126-2011-12,2002,2011,12,126,1776603.0,34.6,35.0,39.3,4.89,Jihomoravský,3+1,2011-12-01 00:00:00
2664,2009-126-2011-12,2009,2011,12,126,1341134.0,28.9,29.2,32.8,4.08,Olomoucký,3+1,2011-12-01 00:00:00
2665,2012-126-2011-12,2012,2011,12,126,1065954.0,24.0,24.3,27.3,3.39,Moravskoslezský,3+1,2011-12-01 00:00:00
2666,2014-126-2011-12,2014,2011,12,126,1606848.0,32.6,33.0,37.0,4.61,Zlínský,3+1,2011-12-01 00:00:00
2667,1001-133-2011-12,1001,2011,12,133,6236730.0,102.2,103.3,115.9,14.45,Praha,4+1,2011-12-01 00:00:00
2668,1003-133-2011-12,1003,2011,12,133,1626692.0,33.2,33.6,37.7,4.69,Jihočeský,4+1,2011-12-01 00:00:00
2669,1004-133-2011-12,1004,2011,12,133,1714689.0,36.1,36.5,40.9,5.1,Pardubický,4+1,2011-12-01 00:00:00
2670,1005-133-2011-12,1005,2011,12,133,2453507.0,47.6,48.1,53.9,6.72,Královéhradecký,4+1,2011-12-01 00:00:00
2671,1006-133-2011-12,1006,2011,12,133,1405694.0,26.7,27.0,30.3,3.78,Vysočina,4+1,2011-12-01 00:00:00
2672,1007-133-2011-12,1007,2011,12,133,2070028.0,40.6,41.0,46.1,5.74,Karlovarský,4+1,2011-12-01 00:00:00
2673,1008-133-2011-12,1008,2011,12,133,1605487.0,34.0,34.3,38.5,4.8,Liberecký,4+1,2011-12-01 00:00:00
2674,1010-133-2011-12,1010,2011,12,133,1864813.0,37.2,37.6,42.2,5.26,Plzeňský,4+1,2011-12-01 00:00:00
2675,1011-133-2011-12,1011,2011,12,133,2674056.0,45.9,46.4,52.0,6.48,Středočeský,4+1,2011-12-01 00:00:00
2676,1013-133-2011-12,1013,2011,12,133,858644.0,19.4,19.7,22.1,2.75,Ústecký,4+1,2011-12-01 00:00:00
2677,2002-133-2011-12,2002,2011,12,133,3012395.0,58.7,59.3,66.6,8.3,Jihomoravský,4+1,2011-12-01 00:00:00
2678,2009-133-2011-12,2009,2011,12,133,2202023.0,47.4,47.9,53.8,6.7,Olomoucký,4+1,2011-12-01 00:00:00
2679,2012-133-2011-12,2012,2011,12,133,1494521.0,33.7,34.0,38.2,4.76,Moravskoslezský,4+1,2011-12-01 00:00:00
2680,2014-133-2011-12,2014,2011,12,133,2055162.0,41.7,42.2,47.4,5.9,Zlínský,4+1,2011-12-01 00:00:00
2681,0-113-2011-12,0,2011,12,113,940779.0,17.2,17.4,19.6,2.43,Celá ČR,1+1,2011-12-01 00:00:00
2682,0-123-2011-12,0,2011,12,123,1289229.0,23.6,23.9,26.8,3.34,Celá ČR,2+1,2011-12-01 00:00:00
2683,0-126-2011-12,0,2011,12,126,1482495.0,27.2,27.5,30.8,3.84,Celá ČR,3+1,2011-12-01 00:00:00
2684,0-133-2011-12,0,2011,12,133,1975168.0,36.2,36.6,41.1,5.12,Celá ČR,4+1,2011-12-01 00:00:00
2685,1001-0-2011-12,1001,2011,12,0,3757755.0,61.6,62.2,69.8,8.7,Praha,všechny byty,2011-12-01 00:00:00
2686,1003-0-2011-12,1003,2011,12,0,1279282.0,26.1,26.4,29.6,3.69,Jihočeský,všechny byty,2011-12-01 00:00:00
2687,1004-0-2011-12,1004,2011,12,0,1332760.0,28.1,28.4,31.8,3.96,Pardubický,všechny byty,2011-12-01 00:00:00
