kraj-druh-R-M,id_kraj,rok,mesic,druh,cena,fdbi70,fdbi85,fdbi100,pdb
1003-123-2011-9,1003,2011,9,123,1149809,23.9,24.2,26.7,3.32
1004-123-2011-9,1004,2011,9,123,1294759,27.3,27.6,30.5,3.79
1005-123-2011-9,1005,2011,9,123,1469827,29.3,29.7,32.8,4.07
1006-123-2011-9,1006,2011,9,123,1071270,20.5,20.7,22.9,2.84
1007-123-2011-9,1007,2011,9,123,1278684,26.0,26.2,29.0,3.60
1008-123-2011-9,1008,2011,9,123,1074392,23.0,23.3,25.7,3.19
1010-123-2011-9,1010,2011,9,123,1455345,29.2,29.6,32.7,4.06
1011-123-2011-9,1011,2011,9,123,1497743,26.3,26.6,29.3,3.64
1013-123-2011-9,1013,2011,9,123,586399,13.3,13.5,14.9,1.85
2002-123-2011-9,2002,2011,9,123,1673431,32.8,33.2,36.7,4.56
2009-123-2011-9,2009,2011,9,123,1325666,29.0,29.4,32.4,4.03
2012-123-2011-9,2012,2011,9,123,880781,19.8,20.1,22.2,2.75
2014-123-2011-9,2014,2011,9,123,1218992,25.1,25.3,28.0,3.48
1001-126-2011-9,1001,2011,9,126,4429334,73.4,74.2,82.0,10.19
1003-126-2011-9,1003,2011,9,126,1308525,27.2,27.5,30.4,3.78
1004-126-2011-9,1004,2011,9,126,1519503,32.0,32.4,35.8,4.44
1005-126-2011-9,1005,2011,9,126,1532753,30.6,30.9,34.2,4.25
1006-126-2011-9,1006,2011,9,126,1335376,25.5,25.8,28.6,3.54
1007-126-2011-9,1007,2011,9,126,1665655,33.8,34.2,37.8,4.69
1008-126-2011-9,1008,2011,9,126,1239769,26.6,26.9,29.7,3.69
1010-126-2011-9,1010,2011,9,126,1434734,28.8,29.1,32.2,4.00
1011-126-2011-9,1011,2011,9,126,1857572,32.6,32.9,36.4,4.52
1013-126-2011-9,1013,2011,9,126,754154,17.1,17.3,19.2,2.38
2002-126-2011-9,2002,2011,9,126,1889969,37.1,37.5,41.4,5.15
2009-126-2011-9,2009,2011,9,126,1439720,31.5,31.9,35.2,4.38
2012-126-2011-9,2012,2011,9,126,1085380,24.4,24.7,27.3,3.39
2014-126-2011-9,2014,2011,9,126,1610220,33.1,33.5,37.0,4.60
1001-133-2011-9,1001,2011,9,133,6330504,104.9,106.1,117.3,14.57
1003-133-2011-9,1003,2011,9,133,1415212,29.4,29.8,32.9,4.09
1004-133-2011-9,1004,2011,9,133,1631835,34.4,34.8,38.4,4.77
1005-133-2011-9,1005,2011,9,133,2222790,44.4,44.9,49.6,6.16
1006-133-2011-9,1006,2011,9,133,1452645,27.8,28.1,31.1,3.86
1007-133-2011-9,1007,2011,9,133,2003339,40.7,41.1,45.5,5.65
1008-133-2011-9,1008,2011,9,133,1623653,34.8,35.2,38.9,4.83
1010-133-2011-9,1010,2011,9,133,2165977,43.5,44.0,48.6,6.04
1011-133-2011-9,1011,2011,9,133,2705212,47.4,48.0,53.0,6.59
1013-133-2011-9,1013,2011,9,133,871449,19.8,20.0,22.1,2.75
2002-133-2011-9,2002,2011,9,133,2963202,58.1,58.8,65.0,8.07
2009-133-2011-9,2009,2011,9,133,2257720,49.4,50.0,55.3,6.86
2012-133-2011-9,2012,2011,9,133,1426716,32.1,32.5,35.9,4.46
2014-133-2011-9,2014,2011,9,133,2015381,41.5,41.9,46.3,5.75
0-113-2011-9,0,2011,9,113,951919,17.7,17.9,19.8,2.45
0-123-2011-9,0,2011,9,123,1271785,23.6,23.9,26.4,3.28
0-126-2011-9,0,2011,9,126,1505738,28.0,28.3,31.3,3.88
0-133-2011-9,0,2011,9,133,1919027,35.7,36.1,39.9,4.95
1001-0-2011-9,1001,2011,9,0,3730724,61.8,62.5,69.1,8.59
1003-0-2011-9,1003,2011,9,0,1223784,25.5,25.7,28.5,3.53
1004-0-2011-9,1004,2011,9,0,1326128,28.0,28.3,31.2,3.88
1005-0-2011-9,1005,2011,9,0,1423076,28.4,28.7,31.7,3.94
1006-0-2011-9,1006,2011,9,0,1191196,22.8,23.0,25.5,3.16
1007-0-2011-9,1007,2011,9,0,1403614,28.5,28.8,31.8,3.95
1008-0-2011-9,1008,2011,9,0,1148410,24.6,24.9,27.5,3.42
1010-0-2011-9,1010,2011,9,0,1409099,28.3,28.6,31.6,3.93
1011-0-2011-9,1011,2011,9,0,1680998,29.5,29.8,32.9,4.09
1013-0-2011-9,1013,2011,9,0,662403,15.1,15.2,16.8,2.09
2002-0-2011-9,2002,2011,9,0,1807340,35.5,35.8,39.6,4.92
2009-0-2011-9,2009,2011,9,0,1391916,30.5,30.8,34.1,4.23
2012-0-2011-9,2012,2011,9,0,988730,22.3,22.5,24.9,3.09
2014-0-2011-9,2014,2011,9,0,1390416,28.6,28.9,32.0,3.97
0-0-2011-9,0,2011,9,0,1755278,32.6,33.0,36.5,4.53
1001-113-2011-10,1001,2011,10,113,2149475,35.1,35.4,39.4,4.95
1003-113-2011-10,1003,2011,10,113,944493,19.3,19.5,21.7,2.72
1004-113-2011-10,1004,2011,10,113,880078,18.3,18.5,20.6,2.59
1005-113-2011-10,1005,2011,10,113,879562,17.2,17.3,19.3,2.43
1006-113-2011-10,1006,2011,10,113,721741,13.6,13.7,15.3,1.92
1007-113-2011-10,1007,2011,10,113,878175,17.4,17.6,19.5,2.46
1008-113-2011-10,1008,2011,10,113,782959,16.5,16.7,18.5,2.33
1010-113-2011-10,1010,2011,10,113,898134,17.8,18.0,20.0,2.51
1011-113-2011-10,1011,2011,10,113,1105226,19.0,19.2,21.3,2.68
1013-113-2011-10,1013,2011,10,113,417667,9.4,9.5,10.5,1.32
2002-113-2011-10,2002,2011,10,113,1144938,22.1,22.3,24.9,3.13
2009-113-2011-10,2009,2011,10,113,890682,19.2,19.3,21.5,2.71
2012-113-2011-10,2012,2011,10,113,611310,13.6,13.7,15.3,1.92
2014-113-2011-10,2014,2011,10,113,835661,16.9,17.1,19.0,2.39
1001-123-2011-10,1001,2011,10,123,3137503,51.2,51.7,57.4,7.23
1003-123-2011-10,1003,2011,10,123,1156767,23.6,23.8,26.5,3.34
1004-123-2011-10,1004,2011,10,123,1295809,27.0,27.2,30.3,3.81
1005-123-2011-10,1005,2011,10,123,1432627,28.0,28.2,31.4,3.95
1006-123-2011-10,1006,2011,10,123,1071542,20.2,20.4,22.7,2.85
1007-123-2011-10,1007,2011,10,123,1355825,26.9,27.1,30.2,3.80
1008-123-2011-10,1008,2011,10,123,1093227,23.0,23.3,25.9,3.26
1010-123-2011-10,1010,2011,10,123,1299455,25.7,26.0,28.9,3.64
1011-123-2011-10,1011,2011,10,123,1482480,25.5,25.7,28.6,3.60
1013-123-2011-10,1013,2011,10,123,580917,13.0,13.2,14.6,1.84
2002-123-2011-10,2002,2011,10,123,1706486,33.0,33.3,37.0,4.66
2009-123-2011-10,2009,2011,10,123,1316822,28.3,28.6,31.8,4.00
2012-123-2011-10,2012,2011,10,123,868630,19.3,19.5,21.7,2.73
2014-123-2011-10,2014,2011,10,123,1223774,24.8,25.0,27.8,3.50
1001-126-2011-10,1001,2011,10,126,4312008,70.3,71.0,78.9,9.94
1003-126-2011-10,1003,2011,10,126,1307554,26.7,27.0,30.0,3.77
1004-126-2011-10,1004,2011,10,126,1501132,31.2,31.5,35.1,4.42
1005-126-2011-10,1005,2011,10,126,1481655,28.9,29.2,32.5,4.09
1006-126-2011-10,1006,2011,10,126,1315943,24.8,25.1,27.9,3.51
1007-126-2011-10,1007,2011,10,126,1688796,33.5,33.8,37.6,4.73
1008-126-2011-10,1008,2011,10,126,1187294,25.0,25.3,28.1,3.54
1010-126-2011-10,1010,2011,10,126,1384458,27.4,27.7,30.8,3.87
1011-126-2011-10,1011,2011,10,126,1902167,32.7,33.0,36.7,4.62
1013-126-2011-10,1013,2011,10,126,741375,16.6,16.8,18.7,2.35
2002-126-2011-10,2002,2011,10,126,1884442,36.4,36.8,40.9,5.15
2009-126-2011-10,2009,2011,10,126,1391389,29.9,30.2,33.6,4.23
2012-126-2011-10,2012,2011,10,126,1071052,23.8,24.1,26.8,3.37
2014-126-2011-10,2014,2011,10,126,1611409,32.6,32.9,36.6,4.61
1001-133-2011-10,1001,2011,10,133,6067564,99.0,99.9,111.1,14.00
1003-133-2011-10,1003,2011,10,133,1555231,31.8,32.1,35.7,4.49
1004-133-2011-10,1004,2011,10,133,1619463,33.7,34.0,37.8,4.76
1005-133-2011-10,1005,2011,10,133,2090826,40.8,41.2,45.8,5.77
1006-133-2011-10,1006,2011,10,133,1446897,27.3,27.6,30.6,3.86
1007-133-2011-10,1007,2011,10,133,2043877,40.5,40.9,45.5,5.73
1008-133-2011-10,1008,2011,10,133,1618690,34.1,34.4,38.3,4.82
1010-133-2011-10,1010,2011,10,133,2188118,43.3,43.7,48.6,6.13
1011-133-2011-10,1011,2011,10,133,2749402,47.3,47.7,53.1,6.68
1013-133-2011-10,1013,2011,10,133,853926,19.2,19.3,21.5,2.71
2002-133-2011-10,2002,2011,10,133,3025189,58.5,59.1,65.7,8.27
2009-133-2011-10,2009,2011,10,133,2255053,48.5,49.0,54.5,6.86
2012-133-2011-10,2012,2011,10,133,1496338,33.3,33.6,37.4,4.71
2014-133-2011-10,2014,2011,10,133,2064725,41.8,42.2,46.9,5.91
0-113-2011-10,0,2011,10,113,961276,17.6,17.7,19.7,2.48
0-123-2011-10,0,2011,10,123,1294891,23.7,23.9,26.6,3.34
0-126-2011-10,0,2011,10,126,1492856,27.3,27.5,30.6,3.86
0-133-2011-10,0,2011,10,133,1933435,35.3,35.7,39.7,5.00
1001-0-2011-10,1001,2011,10,0,3681845,60.0,60.6,67.4,8.49
1003-0-2011-10,1003,2011,10,0,1241192,25.4,25.6,28.5,3.58
1004-0-2011-10,1004,2011,10,0,1328153,27.6,27.9,31.0,3.91
1005-0-2011-10,1005,2011,10,0,1375571,26.9,27.1,30.2,3.80
1006-0-2011-10,1006,2011,10,0,1173468,22.1,22.3,24.8,3.13
1007-0-2011-10,1007,2011,10,0,1451901,28.8,29.1,32.3,4.07
1008-0-2011-10,1008,2011,10,0,1134821,23.9,24.1,26.9,3.38
1010-0-2011-10,1010,2011,10,0,1342420,26.6,26.8,29.8,3.76
1011-0-2011-10,1011,2011,10,0,1704100,29.3,29.6,32.9,4.14
1013-0-2011-10,1013,2011,10,0,650290,14.6,14.7,16.4,2.06
2002-0-2011-10,2002,2011,10,0,1831259,35.4,35.7,39.8,5.00
2009-0-2011-10,2009,2011,10,0,1364386,29.4,29.6,33.0,4.15
2012-0-2011-10,2012,2011,10,0,979048,21.8,22.0,24.5,3.08
2014-0-2011-10,2014,2011,10,0,1401167,28.4,28.6,31.8,4.01
0-0-2011-10,0,2011,10,0,1770301,32.4,32.7,36.3,4.57
1001-113-2011-11,1001,2011,11,113,2135895,34.9,35.2,39.5,4.93
1003-113-2011-11,1003,2011,11,113,929209,18.9,19.1,21.4,2.68
1004-113-2011-11,1004,2011,11,113,893778,18.7,18.9,21.1,2.64
1005-113-2011-11,1005,2011,11,113,890655,17.3,17.5,19.6,2.45
1006-113-2011-11,1006,2011,11,113,657629,12.4,12.6,14.1,1.76
1007-113-2011-11,1007,2011,11,113,829425,16.3,16.5,18.5,2.31
1008-113-2011-11,1008,2011,11,113,766682,16.2,16.3,18.3,2.29
1010-113-2011-11,1010,2011,11,113,903306,17.9,18.1,20.3,2.53
1011-113-2011-11,1011,2011,11,113,1100165,18.9,19.0,21.4,2.67
1013-113-2011-11,1013,2011,11,113,426340,9.6,9.7,10.9,1.35
2002-113-2011-11,2002,2011,11,113,1128912,21.9,22.1,24.8,3.09
2009-113-2011-11,2009,2011,11,113,876528,18.8,19.0,21.3,2.66
2012-113-2011-11,2012,2011,11,113,614609,13.7,13.9,15.6,1.94
2014-113-2011-11,2014,2011,11,113,840163,17.0,17.2,19.3,2.40
1001-123-2011-11,1001,2011,11,123,3145601,51.3,51.8,58.1,7.27
1003-123-2011-11,1003,2011,11,123,1159323,23.6,23.9,26.8,3.34
1004-123-2011-11,1004,2011,11,123,1288684,26.9,27.2,30.5,3.81
1005-123-2011-11,1005,2011,11,123,1473434,28.6,28.9,32.4,4.05
1006-123-2011-11,1006,2011,11,123,1052129,19.9,20.1,22.5,2.81
1007-123-2011-11,1007,2011,11,123,1317365,25.9,26.2,29.4,3.67
1008-123-2011-11,1008,2011,11,123,1101392,23.2,23.4,26.3,3.28
1010-123-2011-11,1010,2011,11,123,1253983,24.9,25.1,28.2,3.52
1011-123-2011-11,1011,2011,11,123,1450957,24.9,25.1,28.2,3.52
1013-123-2011-11,1013,2011,11,123,593214,13.3,13.5,15.1,1.89
2002-123-2011-11,2002,2011,11,123,1710347,33.1,33.5,37.5,4.69
2009-123-2011-11,2009,2011,11,123,1308504,28.1,28.4,31.8,3.98
2012-123-2011-11,2012,2011,11,123,858477,19.2,19.4,21.7,2.71
2014-123-2011-11,2014,2011,11,123,1222205,24.7,25.0,28.0,3.50
1001-126-2011-11,1001,2011,11,126,4336175,70.8,71.4,80.1,10.02
1003-126-2011-11,1003,2011,11,126,1324116,27.0,27.2,30.6,3.82
1004-126-2011-11,1004,2011,11,126,1502942,31.4,31.7,35.6,4.45
1005-126-2011-11,1005,2011,11,126,1486613,28.9,29.2,32.7,4.09
1006-126-2011-11,1006,2011,11,126,1334221,25.2,25.5,28.6,3.57
1007-126-2011-11,1007,2011,11,126,1658680,32.7,33.0,37.0,4.62
1008-126-2011-11,1008,2011,11,126,1167974,24.6,24.9,27.9,3.48
1010-126-2011-11,1010,2011,11,126,1397301,27.7,28.0,31.4,3.92
1011-126-2011-11,1011,2011,11,126,1910154,32.8,33.1,37.1,4.64
1013-126-2011-11,1013,2011,11,126,725303,16.3,16.5,18.5,2.31
2002-126-2011-11,2002,2011,11,126,1837682,35.6,36.0,40.3,5.04
2009-126-2011-11,2009,2011,11,126,1372929,29.5,29.8,33.4,4.18
2012-126-2011-11,2012,2011,11,126,1071024,23.9,24.2,27.1,3.39
2014-126-2011-11,2014,2011,11,126,1602811,32.4,32.8,36.7,4.59
1001-133-2011-11,1001,2011,11,133,6177288,100.8,101.8,114.2,14.28
1003-133-2011-11,1003,2011,11,133,1660509,33.8,34.2,38.3,4.79
1004-133-2011-11,1004,2011,11,133,1622607,33.9,34.2,38.4,4.80
1005-133-2011-11,1005,2011,11,133,2176640,42.3,42.7,47.9,5.99
1006-133-2011-11,1006,2011,11,133,1464029,27.7,27.9,31.3,3.92
1007-133-2011-11,1007,2011,11,133,2081746,41.0,41.4,46.4,5.80
1008-133-2011-11,1008,2011,11,133,1598714,33.7,34.0,38.2,4.77
1010-133-2011-11,1010,2011,11,133,2193341,43.5,43.9,49.3,6.16
1011-133-2011-11,1011,2011,11,133,2757959,47.3,47.7,53.6,6.70
1013-133-2011-11,1013,2011,11,133,856686,19.3,19.5,21.8,2.73
2002-133-2011-11,2002,2011,11,133,3050702,59.1,59.7,66.9,8.37
2009-133-2011-11,2009,2011,11,133,2194030,47.1,47.6,53.4,6.68
2012-133-2011-11,2012,2011,11,133,1479943,33.1,33.4,37.5,4.68
2014-133-2011-11,2014,2011,11,133,2100765,42.5,42.9,48.2,6.02
0-113-2011-11,0,2011,11,113,941828,17.2,17.4,19.5,2.43
0-123-2011-11,0,2011,11,123,1284411,23.5,23.7,26.6,3.32
0-126-2011-11,0,2011,11,126,1477251,27.0,27.3,30.6,3.82
0-133-2011-11,0,2011,11,133,1944400,35.5,35.9,40.2,5.03
1001-0-2011-11,1001,2011,11,0,3726448,60.8,61.4,68.9,8.61
1003-0-2011-11,1003,2011,11,0,1264697,25.8,26.0,29.2,3.65
1004-0-2011-11,1004,2011,11,0,1326554,27.7,28.0,31.4,3.92
1005-0-2011-11,1005,2011,11,0,1401348,27.2,27.5,30.8,3.85
1006-0-2011-11,1006,2011,11,0,1175062,22.2,22.4,25.2,3.14
1007-0-2011-11,1007,2011,11,0,1419559,27.9,28.2,31.7,3.96
1008-0-2011-11,1008,2011,11,0,1121597,23.6,23.9,26.8,3.35
1010-0-2011-11,1010,2011,11,0,1324887,26.3,26.5,29.8,3.72
1011-0-2011-11,1011,2011,11,0,1689717,29.0,29.3,32.8,4.10
1013-0-2011-11,1013,2011,11,0,650885,14.6,14.8,16.6,2.07
2002-0-2011-11,2002,2011,11,0,1810497,35.1,35.4,39.7,4.97
2009-0-2011-11,2009,2011,11,0,1351502,29.0,29.3,32.9,4.11
2012-0-2011-11,2012,2011,11,0,979811,21.9,22.1,24.8,3.10
2014-0-2011-11,2014,2011,11,0,1407748,28.5,28.8,32.3,4.03
0-0-2011-11,0,2011,11,0,1758080,32.1,32.4,36.4,4.55
1001-113-2011-12,1001,2011,12,113,2163611,35.4,35.8,40.2,5.01
1003-113-2011-12,1003,2011,12,113,894194,18.2,18.4,20.7,2.58
1004-113-2011-12,1004,2011,12,113,885661,18.6,18.8,21.1,2.63
1005-113-2011-12,1005,2011,12,113,903069,17.5,17.7,19.9,2.47
1006-113-2011-12,1006,2011,12,113,708230,13.5,13.6,15.3,1.90
1007-113-2011-12,1007,2011,12,113,839950,16.5,16.7,18.7,2.33
1008-113-2011-12,1008,2011,12,113,811795,17.2,17.3,19.5,2.42
1010-113-2011-12,1010,2011,12,113,913667,18.2,18.4,20.7,2.57
1011-113-2011-12,1011,2011,12,113,1102387,18.9,19.1,21.5,2.67
1013-113-2011-12,1013,2011,12,113,421610,9.5,9.6,10.8,1.35
2002-113-2011-12,2002,2011,12,113,1111469,21.7,21.9,24.6,3.06
2009-113-2011-12,2009,2011,12,113,881827,19.0,19.2,21.5,2.68
2012-113-2011-12,2012,2011,12,113,599903,13.5,13.7,15.3,1.91
2014-113-2011-12,2014,2011,12,113,835508,17.0,17.2,19.3,2.40
1001-123-2011-12,1001,2011,12,123,3184723,52.2,52.7,59.2,7.37
1003-123-2011-12,1003,2011,12,123,1159885,23.7,23.9,26.9,3.34
1004-123-2011-12,1004,2011,12,123,1292996,27.2,27.5,30.9,3.85
1005-123-2011-12,1005,2011,12,123,1491569,28.9,29.2,32.8,4.08
1006-123-2011-12,1006,2011,12,123,1013058,19.3,19.5,21.9,2.72
1007-123-2011-12,1007,2011,12,123,1316643,25.8,26.1,29.3,3.65
1008-123-2011-12,1008,2011,12,123,1143292,24.2,24.4,27.4,3.42
1010-123-2011-12,1010,2011,12,123,1282754,25.6,25.9,29.0,3.61
1011-123-2011-12,1011,2011,12,123,1463761,25.1,25.4,28.5,3.55
1013-123-2011-12,1013,2011,12,123,604414,13.7,13.8,15.5,1.93
2002-123-2011-12,2002,2011,12,123,1694462,33.0,33.4,37.4,4.66
2009-123-2011-12,2009,2011,12,123,1331068,28.7,29.0,32.5,4.05
2012-123-2011-12,2012,2011,12,123,853375,19.2,19.4,21.8,2.72
2014-123-2011-12,2014,2011,12,123,1215441,24.7,25.0,28.0,3.49
1001-126-2011-12,1001,2011,12,126,4361291,71.4,72.2,81.0,10.10
1003-126-2011-12,1003,2011,12,126,1376816,28.1,28.4,31.9,3.97
1004-126-2011-12,1004,2011,12,126,1513363,31.9,32.2,36.1,4.50
1005-126-2011-12,1005,2011,12,126,1538182,29.8,30.1,33.8,4.21
1006-126-2011-12,1006,2011,12,126,1274198,24.2,24.5,27.5,3.42
1007-126-2011-12,1007,2011,12,126,1685742,33.1,33.4,37.5,4.67
1008-126-2011-12,1008,2011,12,126,1320394,27.9,28.2,31.7,3.94
1010-126-2011-12,1010,2011,12,126,1432202,28.6,28.9,32.4,4.04
1011-126-2011-12,1011,2011,12,126,1869060,32.1,32.4,36.4,4.53
1013-126-2011-12,1013,2011,12,126,726244,16.4,16.6,18.7,2.32
2002-126-2011-12,2002,2011,12,126,1776603,34.6,35.0,39.3,4.89
2009-126-2011-12,2009,2011,12,126,1341134,28.9,29.2,32.8,4.08
2012-126-2011-12,2012,2011,12,126,1065954,24.0,24.3,27.3,3.39
2014-126-2011-12,2014,2011,12,126,1606848,32.6,33.0,37.0,4.61
1001-133-2011-12,1001,2011,12,133,6236730,102.2,103.3,115.9,14.45
1003-133-2011-12,1003,2011,12,133,1626692,33.2,33.6,37.7,4.69
1004-133-2011-12,1004,2011,12,133,1714689,36.1,36.5,40.9,5.10
1005-133-2011-12,1005,2011,12,133,2453507,47.6,48.1,53.9,6.72
1006-133-2011-12,1006,2011,12,133,1405694,26.7,27.0,30.3,3.78
1007-133-2011-12,1007,2011,12,133,2070028,40.6,41.0,46.1,5.74
1008-133-2011-12,1008,2011,12,133,1605487,34.0,34.3,38.5,4.80
1010-133-2011-12,1010,2011,12,133,1864813,37.2,37.6,42.2,5.26
1011-133-2011-12,1011,2011,12,133,2674056,45.9,46.4,52.0,6.48
1013-133-2011-12,1013,2011,12,133,858644,19.4,19.7,22.1,2.75
2002-133-2011-12,2002,2011,12,133,3012395,58.7,59.3,66.6,8.30
2009-133-2011-12,2009,2011,12,133,2202023,47.4,47.9,53.8,6.70
2012-133-2011-12,2012,2011,12,133,1494521,33.7,34.0,38.2,4.76
2014-133-2011-12,2014,2011,12,133,2055162,41.7,42.2,47.4,5.90
0-113-2011-12,0,2011,12,113,940779,17.2,17.4,19.6,2.43
0-123-2011-12,0,2011,12,123,1289229,23.6,23.9,26.8,3.34
0-126-2011-12,0,2011,12,126,1482495,27.2,27.5,30.8,3.84
0-133-2011-12,0,2011,12,133,1975168,36.2,36.6,41.1,5.12
1001-0-2011-12,1001,2011,12,0,3757755,61.6,62.2,69.8,8.70
1003-0-2011-12,1003,2011,12,0,1279282,26.1,26.4,29.6,3.69
1004-0-2011-12,1004,2011,12,0,1332760,28.1,28.4,31.8,3.96
1005-0-2011-12,1005,2011,12,0,1460557,28.3,28.6,32.1,4.00
1006-0-2011-12,1006,2011,12,0,1137134,21.6,21.9,24.5,3.05
1007-0-2011-12,1007,2011,12,0,1425852,28.0,28.3,31.7,3.95
1008-0-2011-12,1008,2011,12,0,1199047,25.4,25.6,28.8,3.58
1010-0-2011-12,1010,2011,12,0,1315111,26.2,26.5,29.8,3.71
1011-0-2011-12,1011,2011,12,0,1676157,28.8,29.1,32.6,4.06
1013-0-2011-12,1013,2011,12,0,655156,14.8,15.0,16.8,2.09
2002-0-2011-12,2002,2011,12,0,1770719,34.5,34.9,39.1,4.87
2009-0-2011-12,2009,2011,12,0,1338829,28.8,29.1,32.7,4.07
2012-0-2011-12,2012,2011,12,0,973512,21.9,22.2,24.9,3.10
2014-0-2011-12,2014,2011,12,0,1397555,28.4,28.7,32.2,4.01
0-0-2011-12,0,2011,12,0,1774967,32.5,32.9,36.9,4.60
1001-113-2012-1,1001,2012,1,113,2140105,35.2,35.5,40.2,4.96
1003-113-2012-1,1003,2012,1,113,895281,18.3,18.5,20.9,2.58
1004-113-2012-1,1004,2012,1,113,888771,18.8,19.0,21.5,2.66
1005-113-2012-1,1005,2012,1,113,915343,17.7,17.9,20.2,2.50
1006-113-2012-1,1006,2012,1,113,827253,15.8,16.0,18.1,2.23
1007-113-2012-1,1007,2012,1,113,828300,16.2,16.3,18.5,2.28
1008-113-2012-1,1008,2012,1,113,804328,17.0,17.2,19.5,2.40
1010-113-2012-1,1010,2012,1,113,900088,18.0,18.2,20.6,2.54
1011-113-2012-1,1011,2012,1,113,1065926,18.3,18.5,20.9,2.58
1013-113-2012-1,1013,2012,1,113,411857,9.4,9.5,10.7,1.32
2002-113-2012-1,2002,2012,1,113,1105582,21.6,21.8,24.7,3.05
2009-113-2012-1,2009,2012,1,113,891826,19.2,19.4,22.0,2.71
2012-113-2012-1,2012,2012,1,113,589912,13.4,13.5,15.3,1.89
2014-113-2012-1,2014,2012,1,113,840063,17.1,17.3,19.6,2.41
1001-123-2012-1,1001,2012,1,123,3184747,52.3,52.8,59.8,7.39
1003-123-2012-1,1003,2012,1,123,1153109,23.5,23.8,26.9,3.32
1004-123-2012-1,1004,2012,1,123,1310100,27.8,28.0,31.7,3.92
1005-123-2012-1,1005,2012,1,123,1523512,29.4,29.7,33.7,4.16
1006-123-2012-1,1006,2012,1,123,997718,19.1,19.2,21.8,2.69
1007-123-2012-1,1007,2012,1,123,1326638,25.9,26.2,29.6,3.66
1008-123-2012-1,1008,2012,1,123,1154756,24.5,24.7,28.0,3.45
1010-123-2012-1,1010,2012,1,123,1315434,26.3,26.6,30.1,3.72
1011-123-2012-1,1011,2012,1,123,1506216,25.8,26.1,29.5,3.65
1013-123-2012-1,1013,2012,1,123,590682,13.4,13.6,15.4,1.90
2002-123-2012-1,2002,2012,1,123,1699204,33.2,33.6,38.0,4.69
2009-123-2012-1,2009,2012,1,123,1309581,28.2,28.5,32.3,3.99
2012-123-2012-1,2012,2012,1,123,853923,19.4,19.6,22.2,2.73
2014-123-2012-1,2014,2012,1,123,1219840,24.8,25.1,28.4,3.51
1001-126-2012-1,1001,2012,1,126,4426018,72.7,73.4,83.1,10.27
1003-126-2012-1,1003,2012,1,126,1366599,27.9,28.2,31.9,3.94
1004-126-2012-1,1004,2012,1,126,1515979,32.1,32.4,36.7,4.53
1005-126-2012-1,1005,2012,1,126,1591711,30.8,31.1,35.2,4.34
1006-126-2012-1,1006,2012,1,126,1266597,24.2,24.4,27.7,3.42
1007-126-2012-1,1007,2012,1,126,1651337,32.2,32.6,36.9,4.55
1008-126-2012-1,1008,2012,1,126,1316874,27.9,28.2,31.9,3.94
1010-126-2012-1,1010,2012,1,126,1440348,28.9,29.1,33.0,4.07
1011-126-2012-1,1011,2012,1,126,1921829,32.9,33.3,37.7,4.65
1013-126-2012-1,1013,2012,1,126,737114,16.8,17.0,19.2,2.37
2002-126-2012-1,2002,2012,1,126,1722307,33.7,34.0,38.5,4.76
2009-126-2012-1,2009,2012,1,126,1339703,28.9,29.2,33.0,4.08
2012-126-2012-1,2012,2012,1,126,1052745,23.9,24.1,27.3,3.37
2014-126-2012-1,2014,2012,1,126,1587607,32.3,32.6,37.0,4.56
1001-133-2012-1,1001,2012,1,133,6148351,101.0,102.0,115.5,14.27
1003-133-2012-1,1003,2012,1,133,1657005,33.8,34.2,38.7,4.78
1004-133-2012-1,1004,2012,1,133,1745558,37.0,37.3,42.3,5.22
1005-133-2012-1,1005,2012,1,133,2466328,47.7,48.1,54.5,6.73
1006-133-2012-1,1006,2012,1,133,1357525,25.9,26.2,29.7,3.66
1007-133-2012-1,1007,2012,1,133,2039013,39.8,40.2,45.5,5.62
1008-133-2012-1,1008,2012,1,133,1808253,38.3,38.7,43.8,5.41
1010-133-2012-1,1010,2012,1,133,1743099,34.9,35.3,39.9,4.93
1011-133-2012-1,1011,2012,1,133,2751134,47.2,47.6,53.9,6.66
1013-133-2012-1,1013,2012,1,133,889121,20.2,20.4,23.1,2.86
2002-133-2012-1,2002,2012,1,133,3081775,60.3,60.9,68.9,8.52
2009-133-2012-1,2009,2012,1,133,2154621,46.5,46.9,53.1,6.56
2012-133-2012-1,2012,2012,1,133,1532633,34.8,35.1,39.8,4.91
2014-133-2012-1,2014,2012,1,133,1986018,40.4,40.8,46.2,5.71
0-113-2012-1,0,2012,1,113,927039,17.0,17.2,19.5,2.40
0-123-2012-1,0,2012,1,123,1279285,23.5,23.7,26.9,3.32
0-126-2012-1,0,2012,1,126,1468557,27.0,27.2,30.8,3.81
0-133-2012-1,0,2012,1,133,2023626,37.2,37.5,42.5,5.25
1001-0-2012-1,1001,2012,1,0,3768350,61.9,62.5,70.8,8.75
1003-0-2012-1,1003,2012,1,0,1277522,26.1,26.3,29.8,3.68
1004-0-2012-1,1004,2012,1,0,1342622,28.4,28.7,32.5,4.02
1005-0-2012-1,1005,2012,1,0,1521702,29.4,29.7,33.6,4.15
1006-0-2012-1,1006,2012,1,0,1143086,21.8,22.1,25.0,3.08
1007-0-2012-1,1007,2012,1,0,1415920,27.6,27.9,31.6,3.90
