kraj_index,byt_index,datum,cena,pdb,fdbi70,fdbi85,fdbi100
3,4,2012-01-01,1521702,4.15,0.29,0.30,0.34
4,4,2012-01-01,1143086,3.08,0.22,0.22,0.25
5,4,2012-01-01,1415920,3.90,0.28,0.28,0.32
6,4,2012-01-01,1218595,3.65,0.26,0.26,0.29
7,4,2012-01-01,1321753,3.74,0.27,0.27,0.30
8,4,2012-01-01,1716043,4.15,0.29,0.30,0.34
9,4,2012-01-01,655607,2.11,0.15,0.15,0.17
10,4,2012-01-01,1736236,4.80,0.34,0.34,0.39
11,4,2012-01-01,1332886,4.06,0.29,0.29,0.33
12,4,2012-01-01,965062,3.09,0.22,0.22,0.25
13,4,2012-01-01,1389616,3.99,0.28,0.29,0.32
14,4,2012-01-01,1761722,4.57,0.32,0.33,0.37
0,0,2012-02-01,2075886,4.82,0.34,0.34,0.39
1,0,2012-02-01,954001,2.75,0.20,0.20,0.22
2,0,2012-02-01,898957,2.69,0.19,0.19,0.22
3,0,2012-02-01,1005445,2.74,0.20,0.20,0.22
4,0,2012-02-01,683886,1.84,0.13,0.13,0.15
5,0,2012-02-01,802949,2.21,0.16,0.16,0.18
6,0,2012-02-01,799354,2.39,0.17,0.17,0.19
7,0,2012-02-01,807536,2.28,0.16,0.16,0.18
8,0,2012-02-01,1074064,2.60,0.18,0.18,0.21
9,0,2012-02-01,411085,1.32,0.09,0.09,0.11
10,0,2012-02-01,1122346,3.10,0.22,0.22,0.25
11,0,2012-02-01,910153,2.77,0.20,0.20,0.22
12,0,2012-02-01,587925,1.88,0.13,0.13,0.15
13,0,2012-02-01,842510,2.42,0.17,0.17,0.20
0,1,2012-02-01,3184764,7.39,0.53,0.53,0.59
1,1,2012-02-01,1165019,3.36,0.24,0.24,0.27
2,1,2012-02-01,1284208,3.84,0.27,0.27,0.31
3,1,2012-02-01,1547383,4.22,0.30,0.30,0.34
4,1,2012-02-01,993738,2.68,0.19,0.19,0.21
5,1,2012-02-01,1290869,3.56,0.25,0.25,0.29
6,1,2012-02-01,1096597,3.28,0.23,0.23,0.26
7,1,2012-02-01,1253247,3.54,0.25,0.25,0.28
8,1,2012-02-01,1491374,3.61,0.26,0.26,0.29
9,1,2012-02-01,593469,1.91,0.14,0.14,0.15
10,1,2012-02-01,1741806,4.81,0.34,0.34,0.39
11,1,2012-02-01,1300116,3.96,0.28,0.28,0.32
12,1,2012-02-01,850560,2.72,0.19,0.19,0.22
13,1,2012-02-01,1248751,3.59,0.26,0.26,0.29
0,2,2012-02-01,4390005,10.19,0.72,0.73,0.82
1,2,2012-02-01,1379369,3.97,0.28,0.28,0.32
2,2,2012-02-01,1559777,4.67,0.33,0.33,0.38
3,2,2012-02-01,1665029,4.54,0.32,0.32,0.36
4,2,2012-02-01,1243535,3.35,0.24,0.24,0.27
5,2,2012-02-01,1630995,4.50,0.32,0.32,0.36
6,2,2012-02-01,1252710,3.75,0.27,0.27,0.30
7,2,2012-02-01,1368448,3.87,0.28,0.28,0.31
8,2,2012-02-01,1886335,4.57,0.33,0.33,0.37
9,2,2012-02-01,738022,2.37,0.17,0.17,0.19
10,2,2012-02-01,1762573,4.87,0.35,0.35,0.39
11,2,2012-02-01,1338185,4.07,0.29,0.29,0.33
12,2,2012-02-01,1051059,3.37,0.24,0.24,0.27
13,2,2012-02-01,1601790,4.61,0.33,0.33,0.37
0,3,2012-02-01,6078115,14.11,1.00,1.00,1.13
1,3,2012-02-01,1682678,4.85,0.34,0.35,0.39
2,3,2012-02-01,1751571,5.24,0.37,0.37,0.42
3,3,2012-02-01,2421280,6.61,0.47,0.47,0.53
4,3,2012-02-01,1494809,4.03,0.29,0.29,0.32
5,3,2012-02-01,2035043,5.61,0.40,0.40,0.45
6,3,2012-02-01,1766121,5.29,0.38,0.38,0.42
7,3,2012-02-01,1464238,4.14,0.29,0.29,0.33
8,3,2012-02-01,2620165,6.34,0.45,0.45,0.51
9,3,2012-02-01,870446,2.80,0.20,0.20,0.23
10,3,2012-02-01,3251014,8.99,0.64,0.64,0.72
11,3,2012-02-01,2104067,6.41,0.46,0.46,0.52
12,3,2012-02-01,1529820,4.90,0.35,0.35,0.39
13,3,2012-02-01,1986782,5.71,0.41,0.41,0.46
14,0,2012-02-01,912914,2.37,0.17,0.17,0.19
14,1,2012-02-01,1262630,3.27,0.23,0.23,0.26
14,2,2012-02-01,1469301,3.81,0.27,0.27,0.31
14,3,2012-02-01,1986664,5.15,0.37,0.37,0.41
0,4,2012-02-01,3734761,8.67,0.62,0.62,0.70
1,4,2012-02-01,1296860,3.74,0.27,0.27,0.30
2,4,2012-02-01,1360856,4.07,0.29,0.29,0.33
3,4,2012-02-01,1574423,4.30,0.30,0.31,0.34
4,4,2012-02-01,1118493,3.02,0.21,0.21,0.24
5,4,2012-02-01,1388654,3.83,0.27,0.27,0.31
6,4,2012-02-01,1167521,3.49,0.25,0.25,0.28
7,4,2012-02-01,1230358,3.48,0.25,0.25,0.28
8,4,2012-02-01,1688688,4.09,0.29,0.29,0.33
9,4,2012-02-01,656139,2.11,0.15,0.15,0.17
10,4,2012-02-01,1782912,4.93,0.35,0.35,0.40
11,4,2012-02-01,1331654,4.05,0.29,0.29,0.33
12,4,2012-02-01,963647,3.09,0.22,0.22,0.25
13,4,2012-02-01,1403506,4.03,0.29,0.29,0.32
14,4,2012-02-01,1756726,4.56,0.32,0.33,0.37
0,0,2012-03-01,2136629,4.96,0.35,0.35,0.40
1,0,2012-03-01,909962,2.62,0.19,0.19,0.21
2,0,2012-03-01,909935,2.72,0.19,0.19,0.22
3,0,2012-03-01,978701,2.67,0.19,0.19,0.21
4,0,2012-03-01,698079,1.88,0.13,0.13,0.15
5,0,2012-03-01,805231,2.22,0.16,0.16,0.18
6,0,2012-03-01,783976,2.34,0.17,0.17,0.19
7,0,2012-03-01,854472,2.41,0.17,0.17,0.19
8,0,2012-03-01,1076675,2.60,0.18,0.19,0.21
9,0,2012-03-01,423064,1.36,0.10,0.10,0.11
10,0,2012-03-01,1131597,3.12,0.22,0.22,0.25
11,0,2012-03-01,921381,2.80,0.20,0.20,0.23
12,0,2012-03-01,577369,1.85,0.13,0.13,0.15
13,0,2012-03-01,880544,2.53,0.18,0.18,0.20
0,1,2012-03-01,3154126,7.32,0.52,0.52,0.59
1,1,2012-03-01,1152454,3.32,0.23,0.24,0.27
2,1,2012-03-01,1242794,3.72,0.26,0.27,0.30
3,1,2012-03-01,1587189,4.33,0.31,0.31,0.35
4,1,2012-03-01,1017765,2.74,0.19,0.20,0.22
5,1,2012-03-01,1301816,3.59,0.25,0.26,0.29
6,1,2012-03-01,1074176,3.21,0.23,0.23,0.26
7,1,2012-03-01,1290061,3.65,0.26,0.26,0.29
8,1,2012-03-01,1486556,3.60,0.26,0.26,0.29
9,1,2012-03-01,595164,1.91,0.14,0.14,0.15
10,1,2012-03-01,1731609,4.78,0.34,0.34,0.39
11,1,2012-03-01,1329167,4.05,0.29,0.29,0.33
12,1,2012-03-01,838543,2.68,0.19,0.19,0.22
13,1,2012-03-01,1207610,3.47,0.25,0.25,0.28
0,2,2012-03-01,4281037,9.94,0.70,0.71,0.80
1,2,2012-03-01,1374651,3.96,0.28,0.28,0.32
2,2,2012-03-01,1461852,4.37,0.31,0.31,0.35
3,2,2012-03-01,1648741,4.50,0.32,0.32,0.36
4,2,2012-03-01,1258582,3.39,0.24,0.24,0.27
5,2,2012-03-01,1618720,4.46,0.32,0.32,0.36
6,2,2012-03-01,1223604,3.66,0.26,0.26,0.29
7,2,2012-03-01,1369224,3.87,0.27,0.28,0.31
8,2,2012-03-01,1891206,4.58,0.32,0.33,0.37
9,2,2012-03-01,737612,2.37,0.17,0.17,0.19
10,2,2012-03-01,2007729,5.55,0.39,0.40,0.45
11,2,2012-03-01,1558372,4.74,0.34,0.34,0.38
12,2,2012-03-01,1032963,3.31,0.23,0.24,0.27
13,2,2012-03-01,1572693,4.52,0.32,0.32,0.36
0,3,2012-03-01,6112629,14.19,1.00,1.01,1.14
1,3,2012-03-01,1615419,4.66,0.33,0.33,0.37
2,3,2012-03-01,1689125,5.05,0.36,0.36,0.41
3,3,2012-03-01,2366029,6.46,0.46,0.46,0.52
4,3,2012-03-01,1483948,4.00,0.28,0.29,0.32
5,3,2012-03-01,2013023,5.55,0.39,0.40,0.45
6,3,2012-03-01,1778457,5.32,0.38,0.38,0.43
7,3,2012-03-01,1446143,4.09,0.29,0.29,0.33
8,3,2012-03-01,2706016,6.55,0.46,0.47,0.53
9,3,2012-03-01,836344,2.69,0.19,0.19,0.22
10,3,2012-03-01,3169159,8.76,0.62,0.63,0.70
11,3,2012-03-01,1947667,5.93,0.42,0.42,0.48
12,3,2012-03-01,1513309,4.85,0.34,0.35,0.39
13,3,2012-03-01,1950479,5.61,0.40,0.40,0.45
14,0,2012-03-01,949685,2.46,0.17,0.18,0.20
14,1,2012-03-01,1260102,3.27,0.23,0.23,0.26
14,2,2012-03-01,1526796,3.96,0.28,0.28,0.32
14,3,2012-03-01,1999328,5.19,0.37,0.37,0.42
0,4,2012-03-01,3679950,8.54,0.60,0.61,0.69
1,4,2012-03-01,1279567,3.69,0.26,0.26,0.30
2,4,2012-03-01,1303320,3.90,0.28,0.28,0.31
3,4,2012-03-01,1565472,4.27,0.30,0.30,0.34
4,4,2012-03-01,1143921,3.08,0.22,0.22,0.25
5,4,2012-03-01,1387155,3.82,0.27,0.27,0.31
6,4,2012-03-01,1138565,3.41,0.24,0.24,0.27
7,4,2012-03-01,1258752,3.56,0.25,0.25,0.29
8,4,2012-03-01,1698330,4.11,0.29,0.29,0.33
9,4,2012-03-01,654324,2.10,0.15,0.15,0.17
10,4,2012-03-01,1894468,5.23,0.37,0.37,0.42
11,4,2012-03-01,1439815,4.38,0.31,0.31,0.35
12,4,2012-03-01,943469,3.02,0.21,0.22,0.24
13,4,2012-03-01,1388852,3.99,0.28,0.28,0.32
14,4,2012-03-01,1793608,4.65,0.33,0.33,0.37
0,0,2012-04-01,2055600,4.77,0.34,0.34,0.38
1,0,2012-04-01,896982,2.58,0.18,0.18,0.20
2,0,2012-04-01,893769,2.67,0.19,0.19,0.21
3,0,2012-04-01,988923,2.70,0.19,0.19,0.21
4,0,2012-04-01,674489,1.82,0.13,0.13,0.14
5,0,2012-04-01,828180,2.28,0.16,0.16,0.18
6,0,2012-04-01,819310,2.45,0.17,0.17,0.19
7,0,2012-04-01,863179,2.44,0.17,0.17,0.19
8,0,2012-04-01,1072318,2.59,0.18,0.18,0.21
9,0,2012-04-01,423510,1.36,0.10,0.10,0.11
10,0,2012-04-01,1153282,3.18,0.22,0.23,0.25
11,0,2012-04-01,946697,2.88,0.20,0.20,0.23
12,0,2012-04-01,576681,1.84,0.13,0.13,0.15
13,0,2012-04-01,863041,2.48,0.17,0.18,0.20
0,1,2012-04-01,3014448,6.99,0.49,0.50,0.55
1,1,2012-04-01,1154672,3.33,0.23,0.24,0.26
2,1,2012-04-01,1243006,3.72,0.26,0.26,0.29
3,1,2012-04-01,1606249,4.38,0.31,0.31,0.35
4,1,2012-04-01,979777,2.64,0.19,0.19,0.21
5,1,2012-04-01,1301193,3.59,0.25,0.25,0.28
6,1,2012-04-01,1108689,3.32,0.23,0.24,0.26
7,1,2012-04-01,1346253,3.81,0.27,0.27,0.30
8,1,2012-04-01,1471456,3.56,0.25,0.25,0.28
9,1,2012-04-01,627773,2.02,0.14,0.14,0.16
10,1,2012-04-01,1757296,4.86,0.34,0.34,0.38
11,1,2012-04-01,1321261,4.02,0.28,0.29,0.32
12,1,2012-04-01,843184,2.70,0.19,0.19,0.21
13,1,2012-04-01,1204857,3.46,0.24,0.25,0.27
0,2,2012-04-01,4019847,9.33,0.66,0.66,0.74
1,2,2012-04-01,1334895,3.85,0.27,0.27,0.30
2,2,2012-04-01,1455629,4.35,0.31,0.31,0.35
3,2,2012-04-01,1640241,4.48,0.32,0.32,0.35
4,2,2012-04-01,1294639,3.49,0.25,0.25,0.28
5,2,2012-04-01,1670881,4.61,0.32,0.33,0.37
6,2,2012-04-01,1292590,3.87,0.27,0.27,0.31
7,2,2012-04-01,1386750,3.92,0.28,0.28,0.31
8,2,2012-04-01,1907985,4.62,0.33,0.33,0.37
9,2,2012-04-01,740766,2.38,0.17,0.17,0.19
10,2,2012-04-01,1939779,5.36,0.38,0.38,0.42
11,2,2012-04-01,1514677,4.61,0.32,0.33,0.37
12,2,2012-04-01,1028142,3.29,0.23,0.23,0.26
13,2,2012-04-01,1553712,4.47,0.31,0.32,0.35
0,3,2012-04-01,6147139,14.27,1.00,1.01,1.13
1,3,2012-04-01,1569184,4.52,0.32,0.32,0.36
2,3,2012-04-01,1689104,5.05,0.36,0.36,0.40
3,3,2012-04-01,2200022,6.00,0.42,0.43,0.48
4,3,2012-04-01,1513420,4.08,0.29,0.29,0.32
5,3,2012-04-01,2081023,5.74,0.40,0.41,0.45
6,3,2012-04-01,1834802,5.49,0.39,0.39,0.44
7,3,2012-04-01,1660465,4.70,0.33,0.33,0.37
8,3,2012-04-01,2656155,6.43,0.45,0.46,0.51
9,3,2012-04-01,886912,2.85,0.20,0.20,0.23
10,3,2012-04-01,3135481,8.67,0.61,0.61,0.69
11,3,2012-04-01,1994428,6.07,0.43,0.43,0.48
12,3,2012-04-01,1509235,4.84,0.34,0.34,0.38
13,3,2012-04-01,1922967,5.53,0.39,0.39,0.44
14,0,2012-04-01,951062,2.46,0.17,0.17,0.20
14,1,2012-04-01,1288625,3.34,0.24,0.24,0.26
14,2,2012-04-01,1529629,3.97,0.28,0.28,0.31
14,3,2012-04-01,1960031,5.08,0.36,0.36,0.40
0,4,2012-04-01,3482761,8.08,0.57,0.57,0.64
1,4,2012-04-01,1254752,3.61,0.25,0.26,0.29
2,4,2012-04-01,1304392,3.90,0.27,0.28,0.31
3,4,2012-04-01,1559814,4.26,0.30,0.30,0.34
4,4,2012-04-01,1130923,3.05,0.21,0.22,0.24
5,4,2012-04-01,1399990,3.86,0.27,0.27,0.31
6,4,2012-04-01,1189971,3.56,0.25,0.25,0.28
7,4,2012-04-01,1304019,3.69,0.26,0.26,0.29
8,4,2012-04-01,1694717,4.10,0.29,0.29,0.33
9,4,2012-04-01,674376,2.17,0.15,0.15,0.17
10,4,2012-04-01,1866486,5.16,0.36,0.37,0.41
11,4,2012-04-01,1421712,4.33,0.30,0.31,0.34
12,4,2012-04-01,942286,3.02,0.21,0.21,0.24
13,4,2012-04-01,1375302,3.95,0.28,0.28,0.31
14,4,2012-04-01,1774094,4.60,0.32,0.33,0.36
0,0,2012-05-01,2077020,4.82,0.34,0.34,0.38
1,0,2012-05-01,917252,2.64,0.18,0.19,0.21
2,0,2012-05-01,927415,2.77,0.19,0.20,0.22
3,0,2012-05-01,1034075,2.82,0.20,0.20,0.22
4,0,2012-05-01,670093,1.80,0.13,0.13,0.14
5,0,2012-05-01,861928,2.37,0.17,0.17,0.19
6,0,2012-05-01,773550,2.31,0.16,0.16,0.18
7,0,2012-05-01,898345,2.54,0.18,0.18,0.20
8,0,2012-05-01,1066056,2.58,0.18,0.18,0.20
9,0,2012-05-01,427803,1.37,0.10,0.10,0.11
10,0,2012-05-01,1131269,3.12,0.22,0.22,0.25
11,0,2012-05-01,917741,2.79,0.20,0.20,0.22
12,0,2012-05-01,580199,1.86,0.13,0.13,0.15
13,0,2012-05-01,824198,2.37,0.17,0.17,0.19
0,1,2012-05-01,2963868,6.88,0.48,0.49,0.54
1,1,2012-05-01,1161094,3.34,0.23,0.24,0.26
2,1,2012-05-01,1220234,3.65,0.26,0.26,0.29
3,1,2012-05-01,1593409,4.35,0.30,0.31,0.34
4,1,2012-05-01,1020234,2.75,0.19,0.20,0.22
5,1,2012-05-01,1264058,3.48,0.24,0.25,0.28
6,1,2012-05-01,1079728,3.23,0.23,0.23,0.26
7,1,2012-05-01,1381772,3.91,0.27,0.28,0.31
8,1,2012-05-01,1476037,3.57,0.25,0.25,0.28
9,1,2012-05-01,632828,2.03,0.14,0.14,0.16
10,1,2012-05-01,1745235,4.82,0.34,0.34,0.38
11,1,2012-05-01,1305125,3.97,0.28,0.28,0.31
12,1,2012-05-01,832109,2.66,0.19,0.19,0.21
13,1,2012-05-01,1213548,3.49,0.24,0.25,0.28
0,2,2012-05-01,3989185,9.26,0.65,0.66,0.73
1,2,2012-05-01,1294092,3.73,0.26,0.26,0.30
2,2,2012-05-01,1452305,4.34,0.30,0.31,0.34
3,2,2012-05-01,1663355,4.54,0.32,0.32,0.36
4,2,2012-05-01,1286313,3.47,0.24,0.25,0.27
5,2,2012-05-01,1613473,4.45,0.31,0.32,0.35
6,2,2012-05-01,1372008,4.11,0.29,0.29,0.33
7,2,2012-05-01,1410984,3.99,0.28,0.28,0.32
8,2,2012-05-01,1919210,4.65,0.33,0.33,0.37
9,2,2012-05-01,720041,2.31,0.16,0.16,0.18
10,2,2012-05-01,1873755,5.18,0.36,0.37,0.41
11,2,2012-05-01,1435094,4.37,0.31,0.31,0.35
12,2,2012-05-01,1043637,3.34,0.23,0.24,0.26
13,2,2012-05-01,1537339,4.42,0.31,0.31,0.35
0,3,2012-05-01,6101424,14.16,0.99,1.00,1.12
1,3,2012-05-01,1457084,4.20,0.29,0.30,0.33
2,3,2012-05-01,1677291,5.02,0.35,0.36,0.40
3,3,2012-05-01,2188017,5.97,0.42,0.42,0.47
4,3,2012-05-01,1517897,4.09,0.29,0.29,0.32
5,3,2012-05-01,2074155,5.72,0.40,0.41,0.45
6,3,2012-05-01,1749135,5.24,0.37,0.37,0.41
7,3,2012-05-01,1715107,4.85,0.34,0.34,0.38
8,3,2012-05-01,2565706,6.21,0.43,0.44,0.49
9,3,2012-05-01,818981,2.63,0.18,0.19,0.21
10,3,2012-05-01,3172854,8.77,0.61,0.62,0.69
11,3,2012-05-01,2037401,6.21,0.43,0.44,0.49
12,3,2012-05-01,1526233,4.89,0.34,0.35,0.39
13,3,2012-05-01,1952632,5.62,0.39,0.40,0.44
14,0,2012-05-01,947595,2.46,0.17,0.17,0.19
14,1,2012-05-01,1268553,3.29,0.23,0.23,0.26
14,2,2012-05-01,1486589,3.85,0.27,0.27,0.31
14,3,2012-05-01,1914975,4.97,0.35,0.35,0.39
0,4,2012-05-01,3438198,7.98,0.56,0.57,0.63
1,4,2012-05-01,1228367,3.54,0.25,0.25,0.28
2,4,2012-05-01,1301623,3.89,0.27,0.28,0.31
3,4,2012-05-01,1573625,4.29,0.30,0.30,0.34
4,4,2012-05-01,1136978,3.07,0.21,0.22,0.24
5,4,2012-05-01,1382645,3.81,0.27,0.27,0.30
6,4,2012-05-01,1195228,3.58,0.25,0.25,0.28
7,4,2012-05-01,1332782,3.77,0.26,0.27,0.30
8,4,2012-05-01,1700447,4.12,0.29,0.29,0.33
9,4,2012-05-01,659520,2.12,0.15,0.15,0.17
10,4,2012-05-01,1836484,5.07,0.36,0.36,0.40
11,4,2012-05-01,1380635,4.20,0.29,0.30,0.33
12,4,2012-05-01,946005,3.03,0.21,0.21,0.24
13,4,2012-05-01,1359916,3.91,0.27,0.28,0.31
14,4,2012-05-01,1747363,4.53,0.32,0.32,0.36
0,0,2012-06-01,1963605,4.55,0.32,0.32,0.36
1,0,2012-06-01,871237,2.51,0.18,0.18,0.20
2,0,2012-06-01,937884,2.80,0.20,0.20,0.22
3,0,2012-06-01,982334,2.68,0.19,0.19,0.21
4,0,2012-06-01,659356,1.78,0.12,0.13,0.14
5,0,2012-06-01,778350,2.14,0.15,0.15,0.17
6,0,2012-06-01,757765,2.27,0.16,0.16,0.18
7,0,2012-06-01,884626,2.50,0.17,0.18,0.20
8,0,2012-06-01,1039517,2.51,0.18,0.18,0.20
9,0,2012-06-01,416159,1.33,0.09,0.09,0.11
10,0,2012-06-01,1121072,3.10,0.22,0.22,0.24
11,0,2012-06-01,913722,2.78,0.19,0.20,0.22
12,0,2012-06-01,585069,1.87,0.13,0.13,0.15
13,0,2012-06-01,912829,2.62,0.18,0.19,0.21
0,1,2012-06-01,2991612,6.94,0.48,0.49,0.55
1,1,2012-06-01,1242095,3.58,0.25,0.25,0.28
2,1,2012-06-01,1196743,3.58,0.25,0.25,0.28
3,1,2012-06-01,1534751,4.19,0.29,0.30,0.33
4,1,2012-06-01,1041138,2.81,0.20,0.20,0.22
5,1,2012-06-01,1260844,3.47,0.24,0.25,0.27
6,1,2012-06-01,1084076,3.24,0.23,0.23,0.26
7,1,2012-06-01,1354028,3.83,0.27,0.27,0.30
8,1,2012-06-01,1424780,3.45,0.24,0.24,0.27
9,1,2012-06-01,632492,2.03,0.14,0.14,0.16
10,1,2012-06-01,1720708,4.75,0.33,0.34,0.38
11,1,2012-06-01,1292389,3.93,0.27,0.28,0.31
12,1,2012-06-01,837007,2.68,0.19,0.19,0.21
13,1,2012-06-01,1222079,3.51,0.25,0.25,0.28
0,2,2012-06-01,3969243,9.21,0.64,0.65,0.73
1,2,2012-06-01,1318299,3.80,0.27,0.27,0.30
2,2,2012-06-01,1430204,4.28,0.30,0.30,0.34
3,2,2012-06-01,1568472,4.28,0.30,0.30,0.34
4,2,2012-06-01,1278047,3.45,0.24,0.24,0.27
5,2,2012-06-01,1589934,4.38,0.31,0.31,0.35
6,2,2012-06-01,1316167,3.94,0.27,0.28,0.31
7,2,2012-06-01,1439329,4.07,0.28,0.29,0.32
8,2,2012-06-01,1892038,4.58,0.32,0.32,0.36
9,2,2012-06-01,723820,2.32,0.16,0.16,0.18
10,2,2012-06-01,1797019,4.97,0.35,0.35,0.39
11,2,2012-06-01,1368439,4.17,0.29,0.29,0.33
12,2,2012-06-01,1039254,3.33,0.23,0.24,0.26
13,2,2012-06-01,1461473,4.20,0.29,0.30,0.33
0,3,2012-06-01,5961970,13.84,0.97,0.98,1.09
1,3,2012-06-01,1417885,4.09,0.29,0.29,0.32
2,3,2012-06-01,1691675,5.06,0.35,0.36,0.40
3,3,2012-06-01,1899009,5.18,0.36,0.37,0.41
4,3,2012-06-01,1363667,3.68,0.26,0.26,0.29
5,3,2012-06-01,2118684,5.84,0.41,0.41,0.46
6,3,2012-06-01,1642655,4.92,0.34,0.35,0.39
7,3,2012-06-01,1725718,4.88,0.34,0.34,0.39
8,3,2012-06-01,2605262,6.31,0.44,0.45,0.50
9,3,2012-06-01,842500,2.71,0.19,0.19,0.21
10,3,2012-06-01,3010648,8.32,0.58,0.59,0.66
11,3,2012-06-01,1990675,6.06,0.42,0.43,0.48
12,3,2012-06-01,1477584,4.73,0.33,0.33,0.37
13,3,2012-06-01,1978648,5.69,0.40,0.40,0.45
14,0,2012-06-01,946502,2.45,0.17,0.17,0.19
14,1,2012-06-01,1258449,3.26,0.23,0.23,0.26
14,2,2012-06-01,1446825,3.75,0.26,0.27,0.30
14,3,2012-06-01,1859062,4.82,0.34,0.34,0.38
0,4,2012-06-01,3406797,7.91,0.55,0.56,0.62
1,4,2012-06-01,1257152,3.62,0.25,0.26,0.29
2,4,2012-06-01,1290171,3.86,0.27,0.27,0.30
3,4,2012-06-01,1480753,4.04,0.28,0.29,0.32
4,4,2012-06-01,1125950,3.04,0.21,0.21,0.24
5,4,2012-06-01,1364145,3.76,0.26,0.27,0.30
6,4,2012-06-01,1159272,3.47,0.24,0.24,0.27
7,4,2012-06-01,1352065,3.82,0.27,0.27,0.30
8,4,2012-06-01,1671690,4.05,0.28,0.29,0.32
9,4,2012-06-01,663579,2.13,0.15,0.15,0.17
10,4,2012-06-01,1772074,4.90,0.34,0.35,0.39
11,4,2012-06-01,1337344,4.07,0.28,0.29,0.32
12,4,2012-06-01,942779,3.02,0.21,0.21,0.24
13,4,2012-06-01,1352159,3.89,0.27,0.27,0.31
14,4,2012-06-01,1709329,4.43,0.31,0.31,0.35
0,0,2012-07-01,1964704,4.56,0.32,0.32,0.36
1,0,2012-07-01,845791,2.44,0.17,0.17,0.19
2,0,2012-07-01,867902,2.59,0.18,0.18,0.20
3,0,2012-07-01,952371,2.60,0.18,0.18,0.21
4,0,2012-07-01,674444,1.82,0.13,0.13,0.14
5,0,2012-07-01,799189,2.20,0.15,0.15,0.17
6,0,2012-07-01,784349,2.34,0.16,0.17,0.19
7,0,2012-07-01,836599,2.36,0.16,0.17,0.19
8,0,2012-07-01,1052139,2.54,0.18,0.18,0.20
9,0,2012-07-01,398252,1.28,0.09,0.09,0.10
10,0,2012-07-01,1089365,3.01,0.21,0.21,0.24
11,0,2012-07-01,906438,2.76,0.19,0.19,0.22
12,0,2012-07-01,580839,1.86,0.13,0.13,0.15
13,0,2012-07-01,912231,2.62,0.18,0.18,0.21
0,1,2012-07-01,2947606,6.84,0.48,0.48,0.54
1,1,2012-07-01,1233427,3.55,0.25,0.25,0.28
2,1,2012-07-01,1177736,3.52,0.25,0.25,0.28
3,1,2012-07-01,1457441,3.98,0.28,0.28,0.31
4,1,2012-07-01,1028200,2.77,0.19,0.20,0.22
5,1,2012-07-01,1246993,3.44,0.24,0.24,0.27
6,1,2012-07-01,1065327,3.19,0.22,0.22,0.25
7,1,2012-07-01,1325683,3.75,0.26,0.26,0.30
8,1,2012-07-01,1424752,3.45,0.24,0.24,0.27
9,1,2012-07-01,578190,1.86,0.13,0.13,0.15
10,1,2012-07-01,1705868,4.71,0.33,0.33,0.37
11,1,2012-07-01,1326086,4.04,0.28,0.28,0.32
12,1,2012-07-01,844298,2.70,0.19,0.19,0.21
13,1,2012-07-01,1217939,3.50,0.24,0.25,0.28
0,2,2012-07-01,3917740,9.09,0.63,0.64,0.72
1,2,2012-07-01,1298821,3.74,0.26,0.26,0.30
2,2,2012-07-01,1416654,4.24,0.30,0.30,0.33
3,2,2012-07-01,1590057,4.34,0.30,0.31,0.34
4,2,2012-07-01,1257981,3.39,0.24,0.24,0.27
5,2,2012-07-01,1621173,4.47,0.31,0.31,0.35
6,2,2012-07-01,1291334,3.86,0.27,0.27,0.30
7,2,2012-07-01,1389873,3.93,0.27,0.28,0.31
8,2,2012-07-01,1861999,4.51,0.31,0.32,0.36
9,2,2012-07-01,701234,2.25,0.16,0.16,0.18
10,2,2012-07-01,1733014,4.79,0.33,0.34,0.38
11,2,2012-07-01,1361383,4.14,0.29,0.29,0.33
12,2,2012-07-01,1024564,3.28,0.23,0.23,0.26
13,2,2012-07-01,1434009,4.12,0.29,0.29,0.33
0,3,2012-07-01,5871976,13.63,0.95,0.96,1.08
1,3,2012-07-01,1396506,4.02,0.28,0.28,0.32
2,3,2012-07-01,1712552,5.12,0.36,0.36,0.40
3,3,2012-07-01,1901431,5.19,0.36,0.37,0.41
4,3,2012-07-01,1412100,3.81,0.27,0.27,0.30
5,3,2012-07-01,2102448,5.80,0.40,0.41,0.46
6,3,2012-07-01,1565876,4.69,0.33,0.33,0.37
7,3,2012-07-01,1660293,4.70,0.33,0.33,0.37
8,3,2012-07-01,2484982,6.02,0.42,0.42,0.47
9,3,2012-07-01,886212,2.85,0.20,0.20,0.22
10,3,2012-07-01,3042199,8.41,0.59,0.59,0.66
11,3,2012-07-01,2134005,6.50,0.45,0.46,0.51
12,3,2012-07-01,1453671,4.66,0.32,0.33,0.37
13,3,2012-07-01,2014756,5.79,0.40,0.41,0.46
14,0,2012-07-01,937147,2.43,0.17,0.17,0.19
14,1,2012-07-01,1264011,3.28,0.23,0.23,0.26
14,2,2012-07-01,1436165,3.72,0.26,0.26,0.29
14,3,2012-07-01,1902131,4.93,0.34,0.35,0.39
0,4,2012-07-01,3363072,7.80,0.54,0.55,0.62
1,4,2012-07-01,1237752,3.57,0.25,0.25,0.28
2,4,2012-07-01,1272858,3.81,0.27,0.27,0.30
3,4,2012-07-01,1453020,3.96,0.28,0.28,0.31
4,4,2012-07-01,1129567,3.05,0.21,0.21,0.24
5,4,2012-07-01,1366436,3.77,0.26,0.27,0.30
