kraj_index,byt_index,datum,cena,pdb,fdbi70,fdbi85,fdbi100
0,4,2011-07-01,3787878,8.68,0.64,0.65,0.71
1,4,2011-07-01,1197920,3.46,0.26,0.26,0.28
2,4,2011-07-01,1390009,4.02,0.30,0.30,0.33
3,4,2011-07-01,1506598,4.21,0.31,0.31,0.35
4,4,2011-07-01,1168540,3.08,0.23,0.23,0.25
5,4,2011-07-01,1447798,4.12,0.30,0.31,0.34
6,4,2011-07-01,1216550,3.61,0.27,0.27,0.30
7,4,2011-07-01,1421893,3.94,0.29,0.29,0.32
8,4,2011-07-01,1895340,4.62,0.34,0.34,0.38
9,4,2011-07-01,660260,2.06,0.15,0.15,0.17
10,4,2011-07-01,1917558,5.18,0.38,0.39,0.43
11,4,2011-07-01,1355433,4.12,0.30,0.31,0.34
12,4,2011-07-01,1001963,3.09,0.23,0.23,0.26
13,4,2011-07-01,1422051,4.04,0.30,0.30,0.33
14,4,2011-07-01,1791646,4.61,0.34,0.34,0.38
0,0,2011-08-01,2128349,4.89,0.36,0.36,0.40
1,0,2011-08-01,907414,2.62,0.19,0.19,0.21
2,0,2011-08-01,863647,2.51,0.18,0.18,0.20
3,0,2011-08-01,973877,2.71,0.20,0.20,0.22
4,0,2011-08-01,739109,1.95,0.14,0.14,0.16
5,0,2011-08-01,817492,2.31,0.17,0.17,0.19
6,0,2011-08-01,775767,2.30,0.17,0.17,0.19
7,0,2011-08-01,878769,2.44,0.18,0.18,0.20
8,0,2011-08-01,1098861,2.68,0.20,0.20,0.22
9,0,2011-08-01,406066,1.27,0.09,0.09,0.10
10,0,2011-08-01,1142453,3.10,0.23,0.23,0.25
11,0,2011-08-01,897334,2.72,0.20,0.20,0.22
12,0,2011-08-01,635750,1.97,0.14,0.15,0.16
13,0,2011-08-01,867910,2.47,0.18,0.18,0.20
0,1,2011-08-01,3204965,7.36,0.54,0.54,0.60
1,1,2011-08-01,1133586,3.27,0.24,0.24,0.27
2,1,2011-08-01,1312179,3.82,0.28,0.28,0.31
3,1,2011-08-01,1566958,4.36,0.32,0.32,0.35
4,1,2011-08-01,1064137,2.81,0.21,0.21,0.23
5,1,2011-08-01,1264731,3.58,0.26,0.26,0.29
6,1,2011-08-01,1139212,3.38,0.25,0.25,0.28
7,1,2011-08-01,1394830,3.88,0.28,0.29,0.32
8,1,2011-08-01,1506463,3.67,0.27,0.27,0.30
9,1,2011-08-01,596651,1.87,0.14,0.14,0.15
10,1,2011-08-01,1704517,4.62,0.34,0.34,0.38
11,1,2011-08-01,1310391,3.98,0.29,0.29,0.32
12,1,2011-08-01,873380,2.71,0.20,0.20,0.22
13,1,2011-08-01,1227768,3.50,0.26,0.26,0.28
0,2,2011-08-01,4466761,10.26,0.75,0.76,0.83
1,2,2011-08-01,1260460,3.64,0.27,0.27,0.30
2,2,2011-08-01,1564026,4.55,0.33,0.34,0.37
3,2,2011-08-01,1600792,4.45,0.33,0.33,0.36
4,2,2011-08-01,1318716,3.49,0.26,0.26,0.28
5,2,2011-08-01,1702389,4.82,0.35,0.36,0.39
6,2,2011-08-01,1321189,3.92,0.29,0.29,0.32
7,2,2011-08-01,1491586,4.14,0.30,0.31,0.34
8,2,2011-08-01,1846903,4.50,0.33,0.33,0.36
9,2,2011-08-01,768512,2.41,0.18,0.18,0.20
10,2,2011-08-01,2025265,5.50,0.40,0.41,0.45
11,2,2011-08-01,1480083,4.50,0.33,0.33,0.36
12,2,2011-08-01,1091114,3.39,0.25,0.25,0.28
13,2,2011-08-01,1618227,4.61,0.34,0.34,0.37
0,3,2011-08-01,6504484,14.94,1.09,1.10,1.21
1,3,2011-08-01,1489885,4.30,0.32,0.32,0.35
2,3,2011-08-01,1674912,4.87,0.36,0.36,0.40
3,3,2011-08-01,2191638,6.10,0.45,0.45,0.49
4,3,2011-08-01,1523848,4.03,0.29,0.30,0.33
5,3,2011-08-01,2127122,6.03,0.44,0.44,0.49
6,3,2011-08-01,1782367,5.30,0.39,0.39,0.43
7,3,2011-08-01,1966852,5.47,0.40,0.40,0.44
8,3,2011-08-01,2591453,6.32,0.46,0.47,0.51
9,3,2011-08-01,813404,2.55,0.19,0.19,0.21
10,3,2011-08-01,2961280,8.04,0.59,0.59,0.65
11,3,2011-08-01,2283072,6.94,0.51,0.51,0.56
12,3,2011-08-01,1461117,4.54,0.33,0.34,0.37
13,3,2011-08-01,1969744,5.61,0.41,0.41,0.46
14,0,2011-08-01,966596,2.49,0.18,0.18,0.20
14,1,2011-08-01,1274211,3.28,0.24,0.24,0.27
14,2,2011-08-01,1560354,4.02,0.29,0.30,0.33
14,3,2011-08-01,1915928,4.94,0.36,0.36,0.40
0,4,2011-08-01,3820522,8.77,0.64,0.65,0.71
1,4,2011-08-01,1209474,3.49,0.26,0.26,0.28
2,4,2011-08-01,1370832,3.99,0.29,0.29,0.32
3,4,2011-08-01,1497544,4.16,0.30,0.31,0.34
4,4,2011-08-01,1185692,3.13,0.23,0.23,0.26
5,4,2011-08-01,1429764,4.05,0.30,0.30,0.33
6,4,2011-08-01,1206131,3.58,0.26,0.26,0.29
7,4,2011-08-01,1385177,3.85,0.28,0.28,0.31
8,4,2011-08-01,1675305,4.08,0.30,0.30,0.33
9,4,2011-08-01,661452,2.07,0.15,0.15,0.17
10,4,2011-08-01,1879668,5.10,0.37,0.38,0.41
11,4,2011-08-01,1406575,4.27,0.31,0.32,0.35
12,4,2011-08-01,992607,3.08,0.23,0.23,0.25
13,4,2011-08-01,1399433,3.99,0.29,0.29,0.32
14,4,2011-08-01,1771334,4.56,0.33,0.34,0.37
0,0,2011-09-01,2078013,4.78,0.34,0.35,0.39
1,0,2011-09-01,899880,2.60,0.19,0.19,0.21
2,0,2011-09-01,880823,2.57,0.19,0.19,0.21
3,0,2011-09-01,888172,2.46,0.18,0.18,0.20
4,0,2011-09-01,704578,1.87,0.14,0.14,0.15
5,0,2011-09-01,806118,2.27,0.16,0.17,0.18
6,0,2011-09-01,795659,2.36,0.17,0.17,0.19
7,0,2011-09-01,895787,2.50,0.18,0.18,0.20
8,0,2011-09-01,1096889,2.67,0.19,0.19,0.21
9,0,2011-09-01,418016,1.32,0.10,0.10,0.11
10,0,2011-09-01,1127551,3.07,0.22,0.22,0.25
11,0,2011-09-01,907481,2.76,0.20,0.20,0.22
12,0,2011-09-01,624682,1.95,0.14,0.14,0.16
13,0,2011-09-01,857079,2.44,0.18,0.18,0.20
0,1,2011-09-01,3136429,7.22,0.52,0.53,0.58
1,1,2011-09-01,1149809,3.32,0.24,0.24,0.27
2,1,2011-09-01,1294759,3.79,0.27,0.28,0.30
3,1,2011-09-01,1469827,4.07,0.29,0.30,0.33
4,1,2011-09-01,1071270,2.84,0.20,0.21,0.23
5,1,2011-09-01,1278684,3.60,0.26,0.26,0.29
6,1,2011-09-01,1074392,3.19,0.23,0.23,0.26
7,1,2011-09-01,1455345,4.06,0.29,0.30,0.33
8,1,2011-09-01,1497743,3.64,0.26,0.27,0.29
9,1,2011-09-01,586399,1.85,0.13,0.14,0.15
10,1,2011-09-01,1673431,4.56,0.33,0.33,0.37
11,1,2011-09-01,1325666,4.03,0.29,0.29,0.32
12,1,2011-09-01,880781,2.75,0.20,0.20,0.22
13,1,2011-09-01,1218992,3.48,0.25,0.25,0.28
0,2,2011-09-01,4429334,10.19,0.73,0.74,0.82
1,2,2011-09-01,1308525,3.78,0.27,0.28,0.30
2,2,2011-09-01,1519503,4.44,0.32,0.32,0.36
3,2,2011-09-01,1532753,4.25,0.31,0.31,0.34
4,2,2011-09-01,1335376,3.54,0.26,0.26,0.29
5,2,2011-09-01,1665655,4.69,0.34,0.34,0.38
6,2,2011-09-01,1239769,3.69,0.27,0.27,0.30
7,2,2011-09-01,1434734,4.00,0.29,0.29,0.32
8,2,2011-09-01,1857572,4.52,0.33,0.33,0.36
9,2,2011-09-01,754154,2.38,0.17,0.17,0.19
10,2,2011-09-01,1889969,5.15,0.37,0.38,0.41
11,2,2011-09-01,1439720,4.38,0.32,0.32,0.35
12,2,2011-09-01,1085380,3.39,0.24,0.25,0.27
13,2,2011-09-01,1610220,4.60,0.33,0.34,0.37
0,3,2011-09-01,6330504,14.57,1.05,1.06,1.17
1,3,2011-09-01,1415212,4.09,0.29,0.30,0.33
2,3,2011-09-01,1631835,4.77,0.34,0.35,0.38
3,3,2011-09-01,2222790,6.16,0.44,0.45,0.50
4,3,2011-09-01,1452645,3.86,0.28,0.28,0.31
5,3,2011-09-01,2003339,5.65,0.41,0.41,0.46
6,3,2011-09-01,1623653,4.83,0.35,0.35,0.39
7,3,2011-09-01,2165977,6.04,0.43,0.44,0.49
8,3,2011-09-01,2705212,6.59,0.47,0.48,0.53
9,3,2011-09-01,871449,2.75,0.20,0.20,0.22
10,3,2011-09-01,2963202,8.07,0.58,0.59,0.65
11,3,2011-09-01,2257720,6.86,0.49,0.50,0.55
12,3,2011-09-01,1426716,4.46,0.32,0.33,0.36
13,3,2011-09-01,2015381,5.75,0.41,0.42,0.46
14,0,2011-09-01,951919,2.45,0.18,0.18,0.20
14,1,2011-09-01,1271785,3.28,0.24,0.24,0.26
14,2,2011-09-01,1505738,3.88,0.28,0.28,0.31
14,3,2011-09-01,1919027,4.95,0.36,0.36,0.40
0,4,2011-09-01,3730724,8.59,0.62,0.63,0.69
1,4,2011-09-01,1223784,3.53,0.26,0.26,0.28
2,4,2011-09-01,1326128,3.88,0.28,0.28,0.31
3,4,2011-09-01,1423076,3.94,0.28,0.29,0.32
4,4,2011-09-01,1191196,3.16,0.23,0.23,0.26
5,4,2011-09-01,1403614,3.95,0.28,0.29,0.32
6,4,2011-09-01,1148410,3.42,0.25,0.25,0.28
7,4,2011-09-01,1409099,3.93,0.28,0.29,0.32
8,4,2011-09-01,1680998,4.09,0.29,0.30,0.33
9,4,2011-09-01,662403,2.09,0.15,0.15,0.17
10,4,2011-09-01,1807340,4.92,0.35,0.36,0.40
11,4,2011-09-01,1391916,4.23,0.30,0.31,0.34
12,4,2011-09-01,988730,3.09,0.22,0.23,0.25
13,4,2011-09-01,1390416,3.97,0.29,0.29,0.32
14,4,2011-09-01,1755278,4.53,0.33,0.33,0.36
0,0,2011-10-01,2149475,4.95,0.35,0.35,0.39
1,0,2011-10-01,944493,2.72,0.19,0.20,0.22
2,0,2011-10-01,880078,2.59,0.18,0.18,0.21
3,0,2011-10-01,879562,2.43,0.17,0.17,0.19
4,0,2011-10-01,721741,1.92,0.14,0.14,0.15
5,0,2011-10-01,878175,2.46,0.17,0.18,0.20
6,0,2011-10-01,782959,2.33,0.17,0.17,0.18
7,0,2011-10-01,898134,2.51,0.18,0.18,0.20
8,0,2011-10-01,1105226,2.68,0.19,0.19,0.21
9,0,2011-10-01,417667,1.32,0.09,0.10,0.10
10,0,2011-10-01,1144938,3.13,0.22,0.22,0.25
11,0,2011-10-01,890682,2.71,0.19,0.19,0.21
12,0,2011-10-01,611310,1.92,0.14,0.14,0.15
13,0,2011-10-01,835661,2.39,0.17,0.17,0.19
0,1,2011-10-01,3137503,7.23,0.51,0.52,0.57
1,1,2011-10-01,1156767,3.34,0.24,0.24,0.27
2,1,2011-10-01,1295809,3.81,0.27,0.27,0.30
3,1,2011-10-01,1432627,3.95,0.28,0.28,0.31
4,1,2011-10-01,1071542,2.85,0.20,0.20,0.23
5,1,2011-10-01,1355825,3.80,0.27,0.27,0.30
6,1,2011-10-01,1093227,3.26,0.23,0.23,0.26
7,1,2011-10-01,1299455,3.64,0.26,0.26,0.29
8,1,2011-10-01,1482480,3.60,0.26,0.26,0.29
9,1,2011-10-01,580917,1.84,0.13,0.13,0.15
10,1,2011-10-01,1706486,4.66,0.33,0.33,0.37
11,1,2011-10-01,1316822,4.00,0.28,0.29,0.32
12,1,2011-10-01,868630,2.73,0.19,0.20,0.22
13,1,2011-10-01,1223774,3.50,0.25,0.25,0.28
0,2,2011-10-01,4312008,9.94,0.70,0.71,0.79
1,2,2011-10-01,1307554,3.77,0.27,0.27,0.30
2,2,2011-10-01,1501132,4.42,0.31,0.32,0.35
3,2,2011-10-01,1481655,4.09,0.29,0.29,0.33
4,2,2011-10-01,1315943,3.51,0.25,0.25,0.28
5,2,2011-10-01,1688796,4.73,0.34,0.34,0.38
6,2,2011-10-01,1187294,3.54,0.25,0.25,0.28
7,2,2011-10-01,1384458,3.87,0.27,0.28,0.31
8,2,2011-10-01,1902167,4.62,0.33,0.33,0.37
9,2,2011-10-01,741375,2.35,0.17,0.17,0.19
10,2,2011-10-01,1884442,5.15,0.36,0.37,0.41
11,2,2011-10-01,1391389,4.23,0.30,0.30,0.34
12,2,2011-10-01,1071052,3.37,0.24,0.24,0.27
13,2,2011-10-01,1611409,4.61,0.33,0.33,0.37
0,3,2011-10-01,6067564,14.00,0.99,1.00,1.11
1,3,2011-10-01,1555231,4.49,0.32,0.32,0.36
2,3,2011-10-01,1619463,4.76,0.34,0.34,0.38
3,3,2011-10-01,2090826,5.77,0.41,0.41,0.46
4,3,2011-10-01,1446897,3.86,0.27,0.28,0.31
5,3,2011-10-01,2043877,5.73,0.41,0.41,0.46
6,3,2011-10-01,1618690,4.82,0.34,0.34,0.38
7,3,2011-10-01,2188118,6.13,0.43,0.44,0.49
8,3,2011-10-01,2749402,6.68,0.47,0.48,0.53
9,3,2011-10-01,853926,2.71,0.19,0.19,0.21
10,3,2011-10-01,3025189,8.27,0.58,0.59,0.66
11,3,2011-10-01,2255053,6.86,0.48,0.49,0.55
12,3,2011-10-01,1496338,4.71,0.33,0.34,0.37
13,3,2011-10-01,2064725,5.91,0.42,0.42,0.47
14,0,2011-10-01,961276,2.48,0.18,0.18,0.20
14,1,2011-10-01,1294891,3.34,0.24,0.24,0.27
14,2,2011-10-01,1492856,3.86,0.27,0.28,0.31
14,3,2011-10-01,1933435,5.00,0.35,0.36,0.40
0,4,2011-10-01,3681845,8.49,0.60,0.61,0.67
1,4,2011-10-01,1241192,3.58,0.25,0.26,0.28
2,4,2011-10-01,1328153,3.91,0.28,0.28,0.31
3,4,2011-10-01,1375571,3.80,0.27,0.27,0.30
4,4,2011-10-01,1173468,3.13,0.22,0.22,0.25
5,4,2011-10-01,1451901,4.07,0.29,0.29,0.32
6,4,2011-10-01,1134821,3.38,0.24,0.24,0.27
7,4,2011-10-01,1342420,3.76,0.27,0.27,0.30
8,4,2011-10-01,1704100,4.14,0.29,0.30,0.33
9,4,2011-10-01,650290,2.06,0.15,0.15,0.16
10,4,2011-10-01,1831259,5.00,0.35,0.36,0.40
11,4,2011-10-01,1364386,4.15,0.29,0.30,0.33
12,4,2011-10-01,979048,3.08,0.22,0.22,0.24
13,4,2011-10-01,1401167,4.01,0.28,0.29,0.32
14,4,2011-10-01,1770301,4.57,0.32,0.33,0.36
0,0,2011-11-01,2135895,4.93,0.35,0.35,0.40
1,0,2011-11-01,929209,2.68,0.19,0.19,0.21
2,0,2011-11-01,893778,2.64,0.19,0.19,0.21
3,0,2011-11-01,890655,2.45,0.17,0.17,0.20
4,0,2011-11-01,657629,1.76,0.12,0.13,0.14
5,0,2011-11-01,829425,2.31,0.16,0.17,0.18
6,0,2011-11-01,766682,2.29,0.16,0.16,0.18
7,0,2011-11-01,903306,2.53,0.18,0.18,0.20
8,0,2011-11-01,1100165,2.67,0.19,0.19,0.21
9,0,2011-11-01,426340,1.35,0.10,0.10,0.11
10,0,2011-11-01,1128912,3.09,0.22,0.22,0.25
11,0,2011-11-01,876528,2.66,0.19,0.19,0.21
12,0,2011-11-01,614609,1.94,0.14,0.14,0.16
13,0,2011-11-01,840163,2.40,0.17,0.17,0.19
0,1,2011-11-01,3145601,7.27,0.51,0.52,0.58
1,1,2011-11-01,1159323,3.34,0.24,0.24,0.27
2,1,2011-11-01,1288684,3.81,0.27,0.27,0.30
3,1,2011-11-01,1473434,4.05,0.29,0.29,0.32
4,1,2011-11-01,1052129,2.81,0.20,0.20,0.23
5,1,2011-11-01,1317365,3.67,0.26,0.26,0.29
6,1,2011-11-01,1101392,3.28,0.23,0.23,0.26
7,1,2011-11-01,1253983,3.52,0.25,0.25,0.28
8,1,2011-11-01,1450957,3.52,0.25,0.25,0.28
9,1,2011-11-01,593214,1.89,0.13,0.14,0.15
10,1,2011-11-01,1710347,4.69,0.33,0.34,0.38
11,1,2011-11-01,1308504,3.98,0.28,0.28,0.32
12,1,2011-11-01,858477,2.71,0.19,0.19,0.22
13,1,2011-11-01,1222205,3.50,0.25,0.25,0.28
0,2,2011-11-01,4336175,10.02,0.71,0.71,0.80
1,2,2011-11-01,1324116,3.82,0.27,0.27,0.31
2,2,2011-11-01,1502942,4.45,0.31,0.32,0.36
3,2,2011-11-01,1486613,4.09,0.29,0.29,0.33
4,2,2011-11-01,1334221,3.57,0.25,0.26,0.29
5,2,2011-11-01,1658680,4.62,0.33,0.33,0.37
6,2,2011-11-01,1167974,3.48,0.25,0.25,0.28
7,2,2011-11-01,1397301,3.92,0.28,0.28,0.31
8,2,2011-11-01,1910154,4.64,0.33,0.33,0.37
9,2,2011-11-01,725303,2.31,0.16,0.17,0.18
10,2,2011-11-01,1837682,5.04,0.36,0.36,0.40
11,2,2011-11-01,1372929,4.18,0.29,0.30,0.33
12,2,2011-11-01,1071024,3.39,0.24,0.24,0.27
13,2,2011-11-01,1602811,4.59,0.32,0.33,0.37
0,3,2011-11-01,6177288,14.28,1.01,1.02,1.14
1,3,2011-11-01,1660509,4.79,0.34,0.34,0.38
2,3,2011-11-01,1622607,4.80,0.34,0.34,0.38
3,3,2011-11-01,2176640,5.99,0.42,0.43,0.48
4,3,2011-11-01,1464029,3.92,0.28,0.28,0.31
5,3,2011-11-01,2081746,5.80,0.41,0.41,0.46
6,3,2011-11-01,1598714,4.77,0.34,0.34,0.38
7,3,2011-11-01,2193341,6.16,0.43,0.44,0.49
8,3,2011-11-01,2757959,6.70,0.47,0.48,0.54
9,3,2011-11-01,856686,2.73,0.19,0.20,0.22
10,3,2011-11-01,3050702,8.37,0.59,0.60,0.67
11,3,2011-11-01,2194030,6.68,0.47,0.48,0.53
12,3,2011-11-01,1479943,4.68,0.33,0.33,0.38
13,3,2011-11-01,2100765,6.02,0.42,0.43,0.48
14,0,2011-11-01,941828,2.43,0.17,0.17,0.20
14,1,2011-11-01,1284411,3.32,0.23,0.24,0.27
14,2,2011-11-01,1477251,3.82,0.27,0.27,0.31
14,3,2011-11-01,1944400,5.03,0.35,0.36,0.40
0,4,2011-11-01,3726448,8.61,0.61,0.61,0.69
1,4,2011-11-01,1264697,3.65,0.26,0.26,0.29
2,4,2011-11-01,1326554,3.92,0.28,0.28,0.31
3,4,2011-11-01,1401348,3.85,0.27,0.28,0.31
4,4,2011-11-01,1175062,3.14,0.22,0.22,0.25
5,4,2011-11-01,1419559,3.96,0.28,0.28,0.32
6,4,2011-11-01,1121597,3.35,0.24,0.24,0.27
7,4,2011-11-01,1324887,3.72,0.26,0.27,0.30
8,4,2011-11-01,1689717,4.10,0.29,0.29,0.33
9,4,2011-11-01,650885,2.07,0.15,0.15,0.17
10,4,2011-11-01,1810497,4.97,0.35,0.35,0.40
11,4,2011-11-01,1351502,4.11,0.29,0.29,0.33
12,4,2011-11-01,979811,3.10,0.22,0.22,0.25
13,4,2011-11-01,1407748,4.03,0.28,0.29,0.32
14,4,2011-11-01,1758080,4.55,0.32,0.32,0.36
0,0,2011-12-01,2163611,5.01,0.35,0.36,0.40
1,0,2011-12-01,894194,2.58,0.18,0.18,0.21
2,0,2011-12-01,885661,2.63,0.19,0.19,0.21
3,0,2011-12-01,903069,2.47,0.17,0.18,0.20
4,0,2011-12-01,708230,1.90,0.14,0.14,0.15
5,0,2011-12-01,839950,2.33,0.17,0.17,0.19
6,0,2011-12-01,811795,2.42,0.17,0.17,0.20
7,0,2011-12-01,913667,2.57,0.18,0.18,0.21
8,0,2011-12-01,1102387,2.67,0.19,0.19,0.21
9,0,2011-12-01,421610,1.35,0.10,0.10,0.11
10,0,2011-12-01,1111469,3.06,0.22,0.22,0.25
11,0,2011-12-01,881827,2.68,0.19,0.19,0.21
12,0,2011-12-01,599903,1.91,0.14,0.14,0.15
13,0,2011-12-01,835508,2.40,0.17,0.17,0.19
0,1,2011-12-01,3184723,7.37,0.52,0.53,0.59
1,1,2011-12-01,1159885,3.34,0.24,0.24,0.27
2,1,2011-12-01,1292996,3.85,0.27,0.28,0.31
3,1,2011-12-01,1491569,4.08,0.29,0.29,0.33
4,1,2011-12-01,1013058,2.72,0.19,0.20,0.22
5,1,2011-12-01,1316643,3.65,0.26,0.26,0.29
6,1,2011-12-01,1143292,3.42,0.24,0.24,0.27
7,1,2011-12-01,1282754,3.61,0.26,0.26,0.29
8,1,2011-12-01,1463761,3.55,0.25,0.25,0.28
9,1,2011-12-01,604414,1.93,0.14,0.14,0.15
10,1,2011-12-01,1694462,4.66,0.33,0.33,0.37
11,1,2011-12-01,1331068,4.05,0.29,0.29,0.33
12,1,2011-12-01,853375,2.72,0.19,0.19,0.22
13,1,2011-12-01,1215441,3.49,0.25,0.25,0.28
0,2,2011-12-01,4361291,10.10,0.71,0.72,0.81
1,2,2011-12-01,1376816,3.97,0.28,0.28,0.32
2,2,2011-12-01,1513363,4.50,0.32,0.32,0.36
3,2,2011-12-01,1538182,4.21,0.30,0.30,0.34
4,2,2011-12-01,1274198,3.42,0.24,0.24,0.28
5,2,2011-12-01,1685742,4.67,0.33,0.33,0.38
6,2,2011-12-01,1320394,3.94,0.28,0.28,0.32
7,2,2011-12-01,1432202,4.04,0.29,0.29,0.32
8,2,2011-12-01,1869060,4.53,0.32,0.32,0.36
9,2,2011-12-01,726244,2.32,0.16,0.17,0.19
10,2,2011-12-01,1776603,4.89,0.35,0.35,0.39
11,2,2011-12-01,1341134,4.08,0.29,0.29,0.33
12,2,2011-12-01,1065954,3.39,0.24,0.24,0.27
13,2,2011-12-01,1606848,4.61,0.33,0.33,0.37
0,3,2011-12-01,6236730,14.45,1.02,1.03,1.16
1,3,2011-12-01,1626692,4.69,0.33,0.34,0.38
2,3,2011-12-01,1714689,5.10,0.36,0.36,0.41
3,3,2011-12-01,2453507,6.72,0.48,0.48,0.54
4,3,2011-12-01,1405694,3.78,0.27,0.27,0.30
5,3,2011-12-01,2070028,5.74,0.41,0.41,0.46
6,3,2011-12-01,1605487,4.80,0.34,0.34,0.39
7,3,2011-12-01,1864813,5.26,0.37,0.38,0.42
8,3,2011-12-01,2674056,6.48,0.46,0.46,0.52
9,3,2011-12-01,858644,2.75,0.19,0.20,0.22
10,3,2011-12-01,3012395,8.30,0.59,0.59,0.67
11,3,2011-12-01,2202023,6.70,0.47,0.48,0.54
12,3,2011-12-01,1494521,4.76,0.34,0.34,0.38
13,3,2011-12-01,2055162,5.90,0.42,0.42,0.47
14,0,2011-12-01,940779,2.43,0.17,0.17,0.20
14,1,2011-12-01,1289229,3.34,0.24,0.24,0.27
14,2,2011-12-01,1482495,3.84,0.27,0.28,0.31
14,3,2011-12-01,1975168,5.12,0.36,0.37,0.41
0,4,2011-12-01,3757755,8.70,0.62,0.62,0.70
1,4,2011-12-01,1279282,3.69,0.26,0.26,0.30
2,4,2011-12-01,1332760,3.96,0.28,0.28,0.32
3,4,2011-12-01,1460557,4.00,0.28,0.29,0.32
4,4,2011-12-01,1137134,3.05,0.22,0.22,0.24
5,4,2011-12-01,1425852,3.95,0.28,0.28,0.32
6,4,2011-12-01,1199047,3.58,0.25,0.26,0.29
7,4,2011-12-01,1315111,3.71,0.26,0.27,0.30
8,4,2011-12-01,1676157,4.06,0.29,0.29,0.33
9,4,2011-12-01,655156,2.09,0.15,0.15,0.17
10,4,2011-12-01,1770719,4.87,0.34,0.35,0.39
11,4,2011-12-01,1338829,4.07,0.29,0.29,0.33
12,4,2011-12-01,973512,3.10,0.22,0.22,0.25
13,4,2011-12-01,1397555,4.01,0.28,0.29,0.32
14,4,2011-12-01,1774967,4.60,0.33,0.33,0.37
0,0,2012-01-01,2140105,4.96,0.35,0.35,0.40
1,0,2012-01-01,895281,2.58,0.18,0.18,0.21
2,0,2012-01-01,888771,2.66,0.19,0.19,0.21
3,0,2012-01-01,915343,2.50,0.18,0.18,0.20
4,0,2012-01-01,827253,2.23,0.16,0.16,0.18
5,0,2012-01-01,828300,2.28,0.16,0.16,0.18
6,0,2012-01-01,804328,2.40,0.17,0.17,0.20
7,0,2012-01-01,900088,2.54,0.18,0.18,0.21
8,0,2012-01-01,1065926,2.58,0.18,0.18,0.21
9,0,2012-01-01,411857,1.32,0.09,0.10,0.11
10,0,2012-01-01,1105582,3.05,0.22,0.22,0.25
11,0,2012-01-01,891826,2.71,0.19,0.19,0.22
12,0,2012-01-01,589912,1.89,0.13,0.14,0.15
13,0,2012-01-01,840063,2.41,0.17,0.17,0.20
0,1,2012-01-01,3184747,7.39,0.52,0.53,0.60
1,1,2012-01-01,1153109,3.32,0.23,0.24,0.27
2,1,2012-01-01,1310100,3.92,0.28,0.28,0.32
3,1,2012-01-01,1523512,4.16,0.29,0.30,0.34
4,1,2012-01-01,997718,2.69,0.19,0.19,0.22
5,1,2012-01-01,1326638,3.66,0.26,0.26,0.30
6,1,2012-01-01,1154756,3.45,0.24,0.25,0.28
7,1,2012-01-01,1315434,3.72,0.26,0.27,0.30
8,1,2012-01-01,1506216,3.65,0.26,0.26,0.29
9,1,2012-01-01,590682,1.90,0.13,0.14,0.15
10,1,2012-01-01,1699204,4.69,0.33,0.34,0.38
11,1,2012-01-01,1309581,3.99,0.28,0.28,0.32
12,1,2012-01-01,853923,2.73,0.19,0.20,0.22
13,1,2012-01-01,1219840,3.51,0.25,0.25,0.28
0,2,2012-01-01,4426018,10.27,0.73,0.73,0.83
1,2,2012-01-01,1366599,3.94,0.28,0.28,0.32
2,2,2012-01-01,1515979,4.53,0.32,0.32,0.37
3,2,2012-01-01,1591711,4.34,0.31,0.31,0.35
4,2,2012-01-01,1266597,3.42,0.24,0.24,0.28
5,2,2012-01-01,1651337,4.55,0.32,0.33,0.37
6,2,2012-01-01,1316874,3.94,0.28,0.28,0.32
7,2,2012-01-01,1440348,4.07,0.29,0.29,0.33
8,2,2012-01-01,1921829,4.65,0.33,0.33,0.38
9,2,2012-01-01,737114,2.37,0.17,0.17,0.19
10,2,2012-01-01,1722307,4.76,0.34,0.34,0.39
11,2,2012-01-01,1339703,4.08,0.29,0.29,0.33
12,2,2012-01-01,1052745,3.37,0.24,0.24,0.27
13,2,2012-01-01,1587607,4.56,0.32,0.33,0.37
0,3,2012-01-01,6148351,14.27,1.01,1.02,1.16
1,3,2012-01-01,1657005,4.78,0.34,0.34,0.39
2,3,2012-01-01,1745558,5.22,0.37,0.37,0.42
3,3,2012-01-01,2466328,6.73,0.48,0.48,0.55
4,3,2012-01-01,1357525,3.66,0.26,0.26,0.30
5,3,2012-01-01,2039013,5.62,0.40,0.40,0.46
6,3,2012-01-01,1808253,5.41,0.38,0.39,0.44
7,3,2012-01-01,1743099,4.93,0.35,0.35,0.40
8,3,2012-01-01,2751134,6.66,0.47,0.48,0.54
9,3,2012-01-01,889121,2.86,0.20,0.20,0.23
10,3,2012-01-01,3081775,8.52,0.60,0.61,0.69
11,3,2012-01-01,2154621,6.56,0.47,0.47,0.53
12,3,2012-01-01,1532633,4.91,0.35,0.35,0.40
13,3,2012-01-01,1986018,5.71,0.40,0.41,0.46
14,0,2012-01-01,927039,2.40,0.17,0.17,0.20
14,1,2012-01-01,1279285,3.32,0.23,0.24,0.27
14,2,2012-01-01,1468557,3.81,0.27,0.27,0.31
14,3,2012-01-01,2023626,5.25,0.37,0.38,0.42
0,4,2012-01-01,3768350,8.75,0.62,0.63,0.71
1,4,2012-01-01,1277522,3.68,0.26,0.26,0.30
2,4,2012-01-01,1342622,4.02,0.28,0.29,0.33
